"eov","period","cell","n","sp","es"
"fish",1990,"836d6afffffffff",6,5,NA
"fish",1990,"834d01fffffffff",15,5,NA
"fish",1990,"836d01fffffffff",3,2,NA
"fish",1990,"834495fffffffff",4,3,NA
"fish",1990,"834531fffffffff",1,1,NA
"fish",1990,"834ce6fffffffff",2,2,NA
"fish",1990,"834d4afffffffff",4,4,NA
"fish",1990,"835e46fffffffff",1,1,NA
"fish",1990,"83451afffffffff",5,4,NA
"fish",1990,"834d48fffffffff",3,3,NA
"fish",1990,"835e6afffffffff",3,3,NA
"fish",1990,"8345b2fffffffff",5,5,NA
"fish",1990,"834599fffffffff",3,3,NA
"fish",1990,"835e43fffffffff",2,1,NA
"fish",2000,"834890fffffffff",74432,84,24.189895047228
"fish",2000,"8348b2fffffffff",7961,86,22.9511399995212
"fish",2000,"834c89fffffffff",87,13,11.9686221796575
"fish",2000,"834cd2fffffffff",183,19,11.5521660032368
"fish",2000,"834ceafffffffff",856,98,33.5344270845269
"fish",2000,"834440fffffffff",88,11,10.4661356403279
"fish",2000,"834462fffffffff",38,8,NA
"fish",2000,"834465fffffffff",1117,19,7.86894012098568
"fish",2000,"8344f3fffffffff",3606,105,30.9955576122363
"fish",2000,"836612fffffffff",127,92,43.5825529873254
"fish",2000,"836620fffffffff",5914,233,29.4769818784458
"fish",2000,"834896fffffffff",805,35,10.5724482492664
"fish",2000,"834da1fffffffff",12,4,NA
"fish",2000,"834433fffffffff",750,21,7.35993466309351
"fish",2000,"834460fffffffff",82,15,13.0188213158051
"fish",2000,"836615fffffffff",497,93,32.7180332875187
"fish",2000,"836780fffffffff",3034,66,23.3996542513002
"fish",2000,"836c31fffffffff",2,2,NA
"fish",2000,"836d41fffffffff",5,4,NA
"fish",2000,"836d68fffffffff",245,106,39.1723028404185
"fish",2000,"836791fffffffff",659,36,19.0788717079633
"fish",2000,"834403fffffffff",44,9,NA
"fish",2000,"83458bfffffffff",371,48,25.0579542072341
"fish",2000,"8348b3fffffffff",9215,51,22.1837838656593
"fish",2000,"834498fffffffff",186,13,10.6289505398011
"fish",2000,"8344a2fffffffff",5,4,NA
"fish",2000,"836c23fffffffff",6,4,NA
"fish",2000,"834406fffffffff",879,25,9.47904479128241
"fish",2000,"834daafffffffff",64,8,7.73452461672582
"fish",2000,"834430fffffffff",45,7,NA
"fish",2000,"83448cfffffffff",1687,24,9.91157486765786
"fish",2000,"834505fffffffff",1662,60,22.95858488289
"fish",2000,"836602fffffffff",6,6,NA
"fish",2000,"834c8efffffffff",30,7,NA
"fish",2000,"834ce0fffffffff",226,16,10.6137350885963
"fish",2000,"834d84fffffffff",2,1,NA
"fish",2000,"83448efffffffff",2069,25,9.66335424298647
"fish",2000,"834c02fffffffff",73,6,5.14884665680536
"fish",2000,"834d9dfffffffff",16,4,NA
"fish",2000,"836784fffffffff",2,2,NA
"fish",2000,"835f58fffffffff",9,7,NA
"fish",2000,"834404fffffffff",63,12,10.9067093080841
"fish",2000,"834cccfffffffff",46,7,NA
"fish",2000,"834d02fffffffff",1281,7,1.34536735633251
"fish",2000,"834490fffffffff",12,4,NA
"fish",2000,"834cf2fffffffff",7,7,NA
"fish",2000,"834422fffffffff",120,7,5.63686637523025
"fish",2000,"83451bfffffffff",92,6,4.87798731520946
"fish",2000,"834cddfffffffff",90,7,6.95517852707291
"fish",2000,"836731fffffffff",4,4,NA
"fish",2000,"834c81fffffffff",1,1,NA
"fish",2000,"8344e0fffffffff",7,7,NA
"fish",2000,"834d03fffffffff",11,5,NA
"fish",2000,"834c28fffffffff",8,4,NA
"fish",2000,"834562fffffffff",1,1,NA
"fish",2000,"834d15fffffffff",2,2,NA
"fish",2000,"834d0afffffffff",746,2,1.12963995897484
"fish",2000,"83679afffffffff",5,2,NA
"fish",2000,"834cd9fffffffff",6,3,NA
"fish",2000,"836d0cfffffffff",1,1,NA
"fish",2000,"834d2afffffffff",4,4,NA
"fish",2000,"834cb0fffffffff",1,1,NA
"fish",2000,"835f5bfffffffff",3,3,NA
"fish",2000,"83450cfffffffff",1,1,NA
"fish",2000,"83672efffffffff",4,3,NA
"fish",2000,"834468fffffffff",3,3,NA
"fish",2000,"83441efffffffff",3,2,NA
"fish",2000,"834d35fffffffff",1090,1,1
"fish",2000,"834993fffffffff",2,2,NA
"fish",2000,"8344adfffffffff",52,1,1
"fish",2000,"83440cfffffffff",1666,22,9.70276465995107
"fish",2000,"834cc0fffffffff",8993,183,34.8766057357016
"fish",2000,"8344b6fffffffff",519,170,42.0634665866462
"fish",2000,"83440afffffffff",733,37,8.7011273424608
"fish",2000,"834412fffffffff",3173,74,13.8291052638445
"fish",2000,"834463fffffffff",30,15,NA
"fish",2000,"834466fffffffff",6684,32,9.419981525365
"fish",2000,"83455afffffffff",4402,27,9.09025883938852
"fish",2000,"834554fffffffff",48,44,NA
"fish",2000,"836d58fffffffff",8,6,NA
"fish",2000,"834c34fffffffff",70,14,12.2346215878986
"fish",2000,"834ccefffffffff",28,7,NA
"fish",2000,"834d85fffffffff",17,5,NA
"fish",2000,"834474fffffffff",8874,45,9.00299832877939
"fish",2000,"834485fffffffff",22,6,NA
"fish",2000,"834893fffffffff",8238,44,22.3242486084507
"fish",2000,"833b92fffffffff",3,2,NA
"fish",2000,"834d93fffffffff",33,7,NA
"fish",2000,"835e44fffffffff",1,1,NA
"fish",2000,"835e6bfffffffff",4,3,NA
"fish",2000,"834420fffffffff",7,6,NA
"fish",2000,"83448bfffffffff",560,12,5.2735644435893
"fish",2000,"835f5efffffffff",46,16,NA
"fish",2000,"834c20fffffffff",44,7,NA
"fish",2000,"834cb1fffffffff",72,6,5.99193458416458
"fish",2000,"834d90fffffffff",11,5,NA
"fish",2000,"834da5fffffffff",4,4,NA
"fish",2000,"834da8fffffffff",131,10,8.86889249923657
"fish",2000,"835e62fffffffff",15,9,NA
"fish",2000,"834cadfffffffff",3,3,NA
"fish",2000,"83441afffffffff",65,7,6.25683873105087
"fish",2000,"83454bfffffffff",4005,25,8.59575561397774
"fish",2000,"8366a0fffffffff",39,22,NA
"fish",2000,"836750fffffffff",81,16,13.2934981530879
"fish",2000,"834c29fffffffff",22,5,NA
"fish",2000,"834ce4fffffffff",18,6,NA
"fish",2000,"834da0fffffffff",5,4,NA
"fish",2000,"83441bfffffffff",2,2,NA
"fish",2000,"834c2afffffffff",3,3,NA
"fish",2000,"834cdefffffffff",3,3,NA
"fish",2000,"834d94fffffffff",1,1,NA
"fish",2000,"835e42fffffffff",1,1,NA
"fish",2000,"834491fffffffff",19,6,NA
"fish",2000,"834548fffffffff",135,9,6.94055976101718
"fish",2000,"836704fffffffff",7,4,NA
"fish",2000,"834413fffffffff",57,5,4.63038277511961
"fish",2000,"8366a5fffffffff",12,12,NA
"fish",2000,"834d52fffffffff",6,4,NA
"fish",2000,"836d0dfffffffff",1,1,NA
"fish",2000,"834550fffffffff",4,3,NA
"fish",2000,"834cd8fffffffff",2,2,NA
"fish",2000,"834551fffffffff",16,5,NA
"fish",2000,"834423fffffffff",5,3,NA
"fish",2000,"836764fffffffff",4,2,NA
"fish",2000,"834c9efffffffff",2,2,NA
"fish",2000,"836723fffffffff",1,1,NA
"fish",2000,"834415fffffffff",152877,279,30.6211623406151
"fish",2000,"834461fffffffff",47,22,NA
"fish",2000,"834559fffffffff",9698,28,9.40360756110931
"fish",2000,"836631fffffffff",3334,103,23.7094024371278
"fish",2000,"836730fffffffff",53,15,14.6015111414667
"fish",2000,"834401fffffffff",308,11,8.30349254433261
"fish",2000,"83440dfffffffff",3072,23,8.81538176314263
"fish",2000,"834cc3fffffffff",174,15,11.0246200362424
"fish",2000,"834481fffffffff",8669,31,9.13510387612273
"fish",2000,"83449cfffffffff",548,18,9.35128839737763
"fish",2000,"834549fffffffff",1468,20,8.8989737074212
"fish",2000,"834558fffffffff",3743,25,8.63433218745782
"fish",2000,"836754fffffffff",81,30,25.6117738025781
"fish",2000,"834895fffffffff",48112,77,24.1979304618863
"fish",2000,"834501fffffffff",724,41,19.7775679633989
"fish",2000,"834519fffffffff",48,33,NA
"fish",2000,"836d62fffffffff",85,60,40.0595660712871
"fish",2000,"834c00fffffffff",10,6,NA
"fish",2000,"834540fffffffff",2,1,NA
"fish",2000,"834409fffffffff",505,35,10.645574905562
"fish",2000,"834d4bfffffffff",113,18,11.5184429101432
"fish",2000,"836d6bfffffffff",40,29,NA
"fish",2000,"834c30fffffffff",78,11,9.73535931594608
"fish",2000,"834c31fffffffff",143,10,8.59342113742167
"fish",2000,"834cc1fffffffff",131,13,10.8473955495539
"fish",2000,"834d13fffffffff",12,4,NA
"fish",2000,"834d70fffffffff",3,3,NA
"fish",2000,"834483fffffffff",5945,25,8.6870892396934
"fish",2000,"83454afffffffff",1555,22,8.6914407766567
"fish",2000,"834591fffffffff",250,25,18.4019647513149
"fish",2000,"83672cfffffffff",5,3,NA
"fish",2000,"834db0fffffffff",27,9,NA
"fish",2000,"834ceefffffffff",567,43,19.7150186032079
"fish",2000,"834d1efffffffff",536,18,10.0681631095259
"fish",2000,"834c8afffffffff",91,11,8.94242378232069
"fish",2000,"834426fffffffff",94,8,6.36690226128193
"fish",2000,"8344a3fffffffff",43,13,NA
"fish",2000,"834cd1fffffffff",3,3,NA
"fish",2000,"834572fffffffff",3,3,NA
"fish",2000,"834cf5fffffffff",4,4,NA
"fish",2000,"834494fffffffff",2,2,NA
"fish",2000,"834553fffffffff",17,3,NA
"fish",2000,"836740fffffffff",2,2,NA
"fish",2000,"834cc8fffffffff",67,7,6.99854922052112
"fish",2000,"834d11fffffffff",8,5,NA
"fish",2000,"834544fffffffff",5,5,NA
"fish",2000,"836773fffffffff",4,4,NA
"fish",2000,"836c2dfffffffff",4,3,NA
"fish",2000,"834cb3fffffffff",1,1,NA
"fish",2000,"834d88fffffffff",63,5,4.95045873099813
"fish",2000,"834daefffffffff",4,4,NA
"fish",2000,"835e68fffffffff",6,3,NA
"fish",2000,"834411fffffffff",6,4,NA
"fish",2000,"8344b2fffffffff",1,1,NA
"fish",2000,"834522fffffffff",16,1,NA
"fish",2000,"836720fffffffff",1,1,NA
"fish",2000,"83450efffffffff",1,1,NA
"fish",2000,"834424fffffffff",222,1,1
"fish",2000,"834583fffffffff",1536,51,24.1718552871642
"fish",2000,"83459dfffffffff",399,43,22.2650027484691
"fish",2000,"8345b0fffffffff",330,27,16.235800650717
"fish",2000,"834454fffffffff",3362,126,20.5434197101387
"fish",2000,"83449dfffffffff",432,18,9.37095934959593
"fish",2000,"8344aafffffffff",1000,24,9.55208433915104
"fish",2000,"836725fffffffff",104,17,14.2885119082329
"fish",2000,"834da9fffffffff",325,11,7.99093648387637
"fish",2000,"834429fffffffff",3047,26,9.46851529445641
"fish",2000,"83442afffffffff",501,11,7.95550596186377
"fish",2000,"834476fffffffff",6667,52,9.20051269523445
"fish",2000,"8366b0fffffffff",8,8,NA
"fish",2000,"836755fffffffff",45,16,NA
"fish",2000,"83450afffffffff",63,28,24.875307135158
"fish",2000,"836d75fffffffff",58,42,37.4806137601056
"fish",2000,"834894fffffffff",247,33,15.9438497547431
"fish",2000,"834c14fffffffff",52,7,6.96078431372549
"fish",2000,"834cd5fffffffff",103,22,14.3682589077715
"fish",2000,"834473fffffffff",56,11,10.4544637752185
"fish",2000,"834523fffffffff",1514,65,23.2240653140773
"fish",2000,"834598fffffffff",619,45,21.5462254791881
"fish",2000,"8344f2fffffffff",80,46,33.8283764014951
"fish",2000,"834405fffffffff",160,8,7.48166958076569
"fish",2000,"834410fffffffff",12,3,NA
"fish",2000,"83441dfffffffff",27,8,NA
"fish",2000,"8345abfffffffff",2149,49,21.7454532095853
"fish",2000,"834c1dfffffffff",7,5,NA
"fish",2000,"834c99fffffffff",40,7,NA
"fish",2000,"834d12fffffffff",2,2,NA
"fish",2000,"834d9cfffffffff",9,7,NA
"fish",2000,"834dabfffffffff",211,14,9.04237753799255
"fish",2000,"834582fffffffff",2207,54,23.2990913588081
"fish",2000,"834400fffffffff",622,15,9.2689897904552
"fish",2000,"834c05fffffffff",22,7,NA
"fish",2000,"834c06fffffffff",10,5,NA
"fish",2000,"834428fffffffff",498,13,7.94391617740598
"fish",2000,"834431fffffffff",105,8,6.40844217002407
"fish",2000,"83452efffffffff",9,8,NA
"fish",2000,"835f59fffffffff",5,4,NA
"fish",2000,"83674cfffffffff",1,1,NA
"fish",2000,"8344a0fffffffff",34,7,NA
"fish",2000,"836d4dfffffffff",1,1,NA
"fish",2000,"833b93fffffffff",3,2,NA
"fish",2000,"834c10fffffffff",4,4,NA
"fish",2000,"834d76fffffffff",4,4,NA
"fish",2000,"83450bfffffffff",1,1,NA
"fish",2000,"832ad9fffffffff",3,3,NA
"fish",2000,"834c24fffffffff",4,4,NA
"fish",2000,"834c2efffffffff",20,4,NA
"fish",2000,"836d31fffffffff",1,1,NA
"fish",2000,"8366a3fffffffff",3,3,NA
"fish",2000,"834546fffffffff",2,2,NA
"fish",2000,"834419fffffffff",5,5,NA
"fish",2000,"8344e6fffffffff",3,3,NA
"fish",2000,"834d99fffffffff",1,1,NA
"fish",2000,"836741fffffffff",5,1,NA
"fish",2000,"834416fffffffff",197640,295,31.2042907063348
"fish",2000,"8344a1fffffffff",66327,311,29.7660137766999
"fish",2000,"8344e4fffffffff",48,33,NA
"fish",2000,"836611fffffffff",240,72,33.5918858304415
"fish",2000,"836743fffffffff",427,133,41.907684962691
"fish",2000,"834408fffffffff",3587,47,9.98516239885286
"fish",2000,"834c36fffffffff",65,12,11.1518541609085
"fish",2000,"83442bfffffffff",1097,18,8.19207671413455
"fish",2000,"834472fffffffff",6122,41,8.82914345359818
"fish",2000,"83455dfffffffff",504,19,8.01982406365864
"fish",2000,"836d51fffffffff",3,2,NA
"fish",2000,"834cedfffffffff",423,37,20.9410016376434
"fish",2000,"834d1bfffffffff",176,16,10.5062279028332
"fish",2000,"834d92fffffffff",19,7,NA
"fish",2000,"834da6fffffffff",16,6,NA
"fish",2000,"834446fffffffff",204,39,22.3580781259645
"fish",2000,"834471fffffffff",85,13,10.4947659791971
"fish",2000,"834892fffffffff",8044,67,21.9523939449177
"fish",2000,"8345a9fffffffff",402,40,23.4401666213146
"fish",2000,"834c35fffffffff",1337,11,4.2463867298441
"fish",2000,"834c82fffffffff",3,3,NA
"fish",2000,"834ce2fffffffff",81,6,5.99102193201611
"fish",2000,"834d18fffffffff",43,11,NA
"fish",2000,"834d1afffffffff",514,17,9.08418187208431
"fish",2000,"834d2cfffffffff",3,3,NA
"fish",2000,"83449bfffffffff",35,9,NA
"fish",2000,"836613fffffffff",20,20,NA
"fish",2000,"834455fffffffff",20,14,NA
"fish",2000,"834d0efffffffff",7,7,NA
"fish",2000,"836762fffffffff",3,3,NA
"fish",2000,"834c21fffffffff",35,9,NA
"fish",2000,"834c32fffffffff",19,7,NA
"fish",2000,"834d05fffffffff",630,4,1.2380952380941
"fish",2000,"834d44fffffffff",4,3,NA
"fish",2000,"83458dfffffffff",63,23,21.3297401408794
"fish",2000,"834d21fffffffff",109,10,8.55852527914267
"fish",2000,"8344e5fffffffff",18,12,NA
"fish",2000,"83454dfffffffff",6,4,NA
"fish",2000,"835e71fffffffff",3,3,NA
"fish",2000,"834d00fffffffff",3,3,NA
"fish",2000,"834d28fffffffff",21,7,NA
"fish",2000,"834484fffffffff",10,7,NA
"fish",2000,"834499fffffffff",80,7,6.86034431750339
"fish",2000,"834552fffffffff",3,3,NA
"fish",2000,"83455cfffffffff",19,5,NA
"fish",2000,"83454cfffffffff",23,5,NA
"fish",2000,"836785fffffffff",3,3,NA
"fish",2000,"834d1cfffffffff",94,12,9.30477492190626
"fish",2000,"836c24fffffffff",2,1,NA
"fish",2000,"835e5dfffffffff",2,1,NA
"fish",2000,"8367a3fffffffff",1,1,NA
"fish",2000,"834d24fffffffff",277,4,1.83843457332729
"fish",2000,"834d0cfffffffff",57,1,1
"fish",2000,"834c16fffffffff",20,1,NA
"fish",2000,"834d0bfffffffff",2,1,NA
"fish",2000,"834d81fffffffff",30,1,NA
"fish",2000,"83446afffffffff",1,1,NA
"fish",2000,"8348b6fffffffff",1,1,NA
"fish",2000,"834cdcfffffffff",2,1,NA
"fish",2000,"83440bfffffffff",405,26,10.7701776340212
"fish",2000,"834d19fffffffff",59,12,11.2136619345862
"fish",2000,"835e4bfffffffff",505,148,40.0913584909927
"fish",2000,"834450fffffffff",146363,121,15.4109626874806
"fish",2000,"83446efffffffff",12512,68,21.9333342096777
"fish",2000,"8344a9fffffffff",1062,50,22.5260476115512
"fish",2000,"8344f0fffffffff",2394,99,31.082982044249
"fish",2000,"836744fffffffff",150,75,38.2663096342047
"fish",2000,"836745fffffffff",289,91,34.848488506792
"fish",2000,"836d66fffffffff",436,151,41.218429120488
"fish",2000,"834470fffffffff",2508,83,11.0384752451679
"fish",2000,"834475fffffffff",3182,36,9.82508400867959
"fish",2000,"834414fffffffff",42712,239,30.4626737879742
"fish",2000,"83458efffffffff",580,39,20.6054930363151
"fish",2000,"836610fffffffff",2063,69,22.4270950506292
"fish",2000,"836616fffffffff",1721,47,17.5538190792775
"fish",2000,"836d56fffffffff",4,3,NA
"fish",2000,"834580fffffffff",46,7,NA
"fish",2000,"834588fffffffff",161,37,23.6551114203634
"fish",2000,"834d8cfffffffff",17,6,NA
"fish",2000,"835f5dfffffffff",8,4,NA
"fish",2000,"83448dfffffffff",95,17,13.6326138869732
"fish",2000,"836721fffffffff",19,5,NA
"fish",2000,"836736fffffffff",1057,38,16.1124088847182
"fish",2000,"83458afffffffff",1022,52,23.6212841429375
"fish",2000,"834c88fffffffff",266,25,12.5677506066021
"fish",2000,"834d2dfffffffff",6,4,NA
"fish",2000,"834d8dfffffffff",49,9,NA
"fish",2000,"834d9efffffffff",47,10,NA
"fish",2000,"83442efffffffff",58,6,5.99983360055955
"fish",2000,"83448afffffffff",125,8,6.49955495879771
"fish",2000,"834542fffffffff",15,4,NA
"fish",2000,"834543fffffffff",47,6,NA
"fish",2000,"834518fffffffff",2,2,NA
"fish",2000,"836735fffffffff",14,5,NA
"fish",2000,"83459efffffffff",470,42,22.1899788210058
"fish",2000,"834c15fffffffff",6,4,NA
"fish",2000,"835f4afffffffff",6,4,NA
"fish",2000,"834489fffffffff",545,16,5.9864564056447
"fish",2000,"834ce5fffffffff",20,7,NA
"fish",2000,"832adbfffffffff",36,11,NA
"fish",2000,"834c23fffffffff",438,11,3.74522390478318
"fish",2000,"834ccdfffffffff",28,5,NA
"fish",2000,"834432fffffffff",318,16,8.17598372971979
"fish",2000,"83454efffffffff",69,9,8.15433556963617
"fish",2000,"835f49fffffffff",1,1,NA
"fish",2000,"836614fffffffff",16,5,NA
"fish",2000,"836d70fffffffff",2,2,NA
"fish",2000,"8344b5fffffffff",6,4,NA
"fish",2000,"834576fffffffff",9,7,NA
"fish",2000,"834d89fffffffff",36,8,NA
"fish",2000,"834486fffffffff",14,6,NA
"fish",2000,"836d76fffffffff",1,1,NA
"fish",2000,"83451dfffffffff",2,2,NA
"fish",2000,"834c19fffffffff",3,3,NA
"fish",2000,"834d95fffffffff",11,5,NA
"fish",2000,"834dacfffffffff",1,1,NA
"fish",2000,"834541fffffffff",6,3,NA
"fish",2000,"834573fffffffff",2,2,NA
"fish",2000,"834c04fffffffff",5,4,NA
"fish",2000,"834cc6fffffffff",4,2,NA
"fish",2000,"8366b1fffffffff",1,1,NA
"fish",2000,"835e4dfffffffff",2,2,NA
"fish",2000,"834d33fffffffff",194,1,1
"fish",2000,"834436fffffffff",1,1,NA
"fish",2000,"835e5cfffffffff",1,1,NA
"fish",2000,"835e40fffffffff",1,1,NA
"fish",2000,"834ce3fffffffff",53,7,6.94335353880304
"fish",2000,"834ce8fffffffff",34588,235,34.3072444022876
"fish",2000,"835e49fffffffff",99,32,19.4554277031083
"fish",2000,"834456fffffffff",43680,117,14.956339105486
"fish",2000,"834464fffffffff",8569,29,8.48970679045379
"fish",2000,"8344a5fffffffff",257299,347,31.6320676134534
"fish",2000,"8344a8fffffffff",28921,173,29.929627202844
"fish",2000,"8344aefffffffff",642,46,12.177761578372
"fish",2000,"836622fffffffff",450766,161,14.7456244515093
"fish",2000,"836625fffffffff",419,176,39.5635631056605
"fish",2000,"836783fffffffff",5308,66,22.3830132110369
"fish",2000,"83440efffffffff",669,15,9.45436811071993
"fish",2000,"834c9dfffffffff",5099,25,8.68487953315461
"fish",2000,"834cc2fffffffff",161,12,7.63466310468289
"fish",2000,"834cebfffffffff",5501,146,31.3571311290012
"fish",2000,"83442dfffffffff",290,10,7.15367288468115
"fish",2000,"836633fffffffff",123,40,29.1428874373185
"fish",2000,"8366b6fffffffff",111,88,44.8733721210752
"fish",2000,"836746fffffffff",82,47,33.2325954249136
"fish",2000,"836d74fffffffff",146,81,38.7226698246463
"fish",2000,"834cc5fffffffff",2683,127,33.4828501871977
"fish",2000,"834c86fffffffff",14,7,NA
"fish",2000,"834d8efffffffff",30,8,NA
"fish",2000,"8344a4fffffffff",10,3,NA
"fish",2000,"834509fffffffff",1,1,NA
"fish",2000,"8366a6fffffffff",623,42,19.9579542531127
"fish",2000,"83679bfffffffff",59,20,18.8743153480466
"fish",2000,"8345b3fffffffff",562,26,15.9003738094648
"fish",2000,"834c83fffffffff",45,6,NA
"fish",2000,"834ca5fffffffff",19,6,NA
"fish",2000,"834d2bfffffffff",8,6,NA
"fish",2000,"834d96fffffffff",14,6,NA
"fish",2000,"834d98fffffffff",5,5,NA
"fish",2000,"834421fffffffff",2,2,NA
"fish",2000,"834db2fffffffff",4,4,NA
"fish",2000,"834435fffffffff",38,5,NA
"fish",2000,"834c33fffffffff",14,5,NA
"fish",2000,"83679efffffffff",46,17,NA
"fish",2000,"834c25fffffffff",68,6,5.86092265943013
"fish",2000,"836771fffffffff",7,5,NA
"fish",2000,"834445fffffffff",11,7,NA
"fish",2000,"8366a1fffffffff",18,14,NA
"fish",2000,"834c9bfffffffff",12,5,NA
"fish",2000,"834db1fffffffff",11,6,NA
"fish",2000,"83455efffffffff",71,9,8.0265185034699
"fish",2000,"834418fffffffff",10,7,NA
"fish",2000,"834d2efffffffff",47,7,NA
"fish",2000,"83449efffffffff",25,5,NA
"fish",2000,"836734fffffffff",3,2,NA
"fish",2000,"83670bfffffffff",62,17,16.6823007594415
"fish",2000,"834d20fffffffff",10,4,NA
"fish",2000,"834da2fffffffff",4,2,NA
"fish",2000,"834990fffffffff",2,2,NA
"fish",2000,"836d1afffffffff",4,3,NA
"fish",2000,"836c33fffffffff",2,2,NA
"fish",2000,"834d8bfffffffff",14,1,NA
"fish",2000,"83446cfffffffff",3,2,NA
"fish",2000,"8345a2fffffffff",6,6,NA
"fish",2000,"834caafffffffff",2,2,NA
"fish",2000,"836752fffffffff",2,1,NA
"fish",2000,"834cb2fffffffff",1,1,NA
"fish",2000,"8367a2fffffffff",1,1,NA
"fish",2000,"834452fffffffff",1,1,NA
"fish",2000,"8344acfffffffff",4,1,NA
"fish",2000,"834ce9fffffffff",46012,336,32.8019530458983
"fish",2000,"8344abfffffffff",23579,174,28.4156847868271
"fish",2000,"83455bfffffffff",14159,30,9.14729503453436
"fish",2000,"836606fffffffff",2930,207,25.7227162065781
"fish",2000,"836782fffffffff",255,32,18.7566528165259
"fish",2000,"83458cfffffffff",3510,59,23.1023858683698
"fish",2000,"834488fffffffff",91,11,8.63664498036085
"fish",2000,"8344f6fffffffff",7054,129,31.2879726106287
"fish",2000,"836756fffffffff",443,130,37.9948435633301
"fish",2000,"836d6efffffffff",99,66,41.1564094553797
"fish",2000,"834444fffffffff",370,37,21.7813539628322
"fish",2000,"836c21fffffffff",6,4,NA
"fish",2000,"8345b2fffffffff",1542,42,17.5955551182336
"fish",2000,"834cc4fffffffff",316,25,13.0791627972033
"fish",2000,"834d01fffffffff",5,5,NA
"fish",2000,"834d4cfffffffff",5,5,NA
"fish",2000,"834d56fffffffff",3,3,NA
"fish",2000,"836d6afffffffff",42,39,NA
"fish",2000,"835e46fffffffff",11,10,NA
"fish",2000,"834402fffffffff",84,13,10.8169040569153
"fish",2000,"834ce1fffffffff",45,6,NA
"fish",2000,"834cecfffffffff",23,6,NA
"fish",2000,"834495fffffffff",3,3,NA
"fish",2000,"83449afffffffff",14,7,NA
"fish",2000,"834531fffffffff",392,16,2.9132653061238
"fish",2000,"834442fffffffff",155,10,8.01635331201018
"fish",2000,"834584fffffffff",752,38,21.7267139485581
"fish",2000,"834589fffffffff",484,14,6.43140627700422
"fish",2000,"835f5cfffffffff",9,7,NA
"fish",2000,"834c22fffffffff",173,16,10.7165497014362
"fish",2000,"834cf3fffffffff",85,13,10.8486756029887
"fish",2000,"834dadfffffffff",396,22,11.1039971337343
"fish",2000,"834504fffffffff",183,33,19.4712674806633
"fish",2000,"834d91fffffffff",47,9,NA
"fish",2000,"834c03fffffffff",6,4,NA
"fish",2000,"834c8dfffffffff",5,5,NA
"fish",2000,"834ccafffffffff",88,7,6.9359250021129
"fish",2000,"836d46fffffffff",2,2,NA
"fish",2000,"836d03fffffffff",1,1,NA
"fish",2000,"83459bfffffffff",4,4,NA
"fish",2000,"834d86fffffffff",3,3,NA
"fish",2000,"836d01fffffffff",3,3,NA
"fish",2000,"834482fffffffff",4,3,NA
"fish",2000,"835e66fffffffff",1,1,NA
"fish",2000,"83442cfffffffff",12,3,NA
"fish",2000,"83441cfffffffff",16,7,NA
"fish",2000,"835e43fffffffff",3,3,NA
"fish",2000,"835e59fffffffff",4,4,NA
"fish",2000,"834d82fffffffff",4,4,NA
"fish",2000,"8345a3fffffffff",4,4,NA
"fish",2000,"834c93fffffffff",1,1,NA
"fish",2000,"83662cfffffffff",1,1,NA
"fish",2010,"834cc0fffffffff",27345,218,32.7847617006218
"fish",2010,"834554fffffffff",13,12,NA
"fish",2010,"834d14fffffffff",5,1,NA
"fish",2010,"836d25fffffffff",654,115,37.3945069633063
"fish",2010,"836d60fffffffff",38,10,NA
"fish",2010,"834412fffffffff",2726,34,8.84388267781406
"fish",2010,"835f5afffffffff",70,60,44.9275362318833
"fish",2010,"8366a0fffffffff",17,8,NA
"fish",2010,"834545fffffffff",2,1,NA
"fish",2010,"834551fffffffff",1,1,NA
"fish",2010,"834466fffffffff",2,1,NA
"fish",2010,"836626fffffffff",179,19,13.4306392481877
"fish",2010,"836769fffffffff",15,10,NA
"fish",2010,"834413fffffffff",18,14,NA
"fish",2010,"83441afffffffff",6,4,NA
"fish",2010,"8366a5fffffffff",10,4,NA
"fish",2010,"834485fffffffff",8,5,NA
"fish",2010,"834d49fffffffff",4,4,NA
"fish",2010,"8344b6fffffffff",7,2,NA
"fish",2010,"83676bfffffffff",23,1,NA
"fish",2010,"834550fffffffff",5,4,NA
"fish",2010,"834566fffffffff",2,2,NA
"fish",2010,"8345adfffffffff",1,1,NA
"fish",2010,"83675afffffffff",3,2,NA
"fish",2010,"834514fffffffff",1,1,NA
"fish",2010,"834420fffffffff",3,2,NA
"fish",2010,"83448bfffffffff",1,1,NA
"fish",2010,"83441bfffffffff",1,1,NA
"fish",2010,"83454bfffffffff",1,1,NA
"fish",2010,"834423fffffffff",1,1,NA
"fish",2010,"8366b4fffffffff",1,1,NA
"fish",2010,"834474fffffffff",3,3,NA
"fish",2010,"83440afffffffff",3,3,NA
"fish",2010,"83455afffffffff",2,1,NA
"fish",2010,"83456afffffffff",1,1,NA
"fish",2010,"835e42fffffffff",1,1,NA
"fish",2010,"835e48fffffffff",2,1,NA
"fish",2010,"834548fffffffff",1,1,NA
"fish",2010,"83450afffffffff",638,167,33.1268122421042
"fish",2010,"834cd5fffffffff",137,62,33.1178810582532
"fish",2010,"83674cfffffffff",480,112,35.3826630918804
"fish",2010,"836755fffffffff",72,65,45.874326824745
"fish",2010,"83679cfffffffff",1423,203,38.6111202961828
