"cell","spue","effort","target"
"8544e417fffffff",0,2,0
"8544e4affffffff",0,3,0
"8544e50bfffffff",0,2,0
"8544e51bfffffff",0,7,0
"8544e557fffffff",0,39,0
"8544e5c7fffffff",0,18,0
"8544e5dbfffffff",0,4,0
"8544e603fffffff",0,1,0
"8544e6a3fffffff",0,9,0
"8544e6affffffff",0,79,0
"8544f20ffffffff",0,5,0
"8544f27bfffffff",0,7,0
"8544f2a3fffffff",0.230769230769231,13,3
"8544f2affffffff",0.125,8,1
"8544f3cbfffffff",0.333333333333333,6,2
"8544f60ffffffff",0,6,0
"8544f64bfffffff",0,9,0
"8544f657fffffff",0,8,0
"85450163fffffff",0,16,0
"854416b3fffffff",0,1,0
"85441803fffffff",0,1,0
"85441823fffffff",0,2,0
"8544182ffffffff",0,1,0
"85441873fffffff",0,3,0
"85441893fffffff",0,3,0
"854418bbfffffff",0,1,0
"8544191bfffffff",0,4,0
"8544196ffffffff",0,2,0
"85441977fffffff",0,6,0
"85441b37fffffff",0,2,0
"85441bd3fffffff",0,1,0
"85441bd7fffffff",0,1,0
"85441c43fffffff",0,1,0
"85441c77fffffff",0,1,0
"85441d17fffffff",0,2,0
"85441d1bfffffff",0,2,0
"85441dcffffffff",0,1,0
"85441e1bfffffff",0,11,0
"85441eaffffffff",0,3,0
"8544336bfffffff",0,3,0
"8544448ffffffff",0,2,0
"8548960bfffffff",0,8,0
"8548961bfffffff",0,29,0
"8548964bfffffff",0,2,0
"85489683fffffff",0,15,0
"854896d7fffffff",0,65,0
"854c214ffffffff",0,1,0
"854c8563fffffff",0,1,0
"854c922ffffffff",0,2,0
"854cc6c7fffffff",0,1,0
"854cd147fffffff",0,1,0
"854cd153fffffff",0,1,0
"854cd577fffffff",0,1,0
"85454607fffffff",0,1,0
"854548affffffff",0,1,0
"8545492bfffffff",0,20,0
"85454953fffffff",0,4,0
"8545496bfffffff",0,6,0
"85454973fffffff",0,2,0
"85454983fffffff",0,6,0
"8545498ffffffff",0,2,0
"854549affffffff",0,8,0
"85454b6bfffffff",0,5,0
"85454b83fffffff",0,1,0
"85454baffffffff",0,8,0
"85454d17fffffff",0,1,0
"85454d27fffffff",0,6,0
"85454d2bfffffff",0,3,0
"85454d3bfffffff",0,1,0
"8545514ffffffff",0,1,0
"8545592ffffffff",0,9,0
"8545596ffffffff",0,7,0
"85455aa7fffffff",0,1,0
"854569cffffffff",0,1,0
"854573b7fffffff",0,1,0
"8545750ffffffff",0,1,0
"85458bb7fffffff",0,1,0
"8544098bfffffff",0,2,0
"85440db7fffffff",0,3,0
"85440e03fffffff",0,3,0
"854410d7fffffff",0,1,0
"854412d7fffffff",0,1,0
"8544604bfffffff",0,1,0
"854460affffffff",0,1,0
"854460cbfffffff",0,2,0
"854460d3fffffff",0,8,0
"8544640bfffffff",0,5,0
"85446417fffffff",0,2,0
"85446437fffffff",0,13,0
"85446443fffffff",0,7,0
"854464affffffff",0,16,0
"85446597fffffff",0,3,0
"85446607fffffff",0,12,0
"85446683fffffff",0,2,0
"85446687fffffff",0,2,0
"8544701bfffffff",0,252,0
"85447087fffffff",0,16,0
"854470c3fffffff",0,2,0
"8544729bfffffff",0,4,0
"854472cffffffff",0,4,0
"85447423fffffff",0,6,0
"85447463fffffff",0,7,0
"854474a3fffffff",0,2,0
"85447623fffffff",0,3,0
"8566b283fffffff",0,1,0
"8567217bfffffff",0,1,0
"856722c3fffffff",0,1,0
"85672e13fffffff",0,1,0
"85676a1bfffffff",0,1,0
"8567810ffffffff",0,1,0
"85678813fffffff",0,1,0
"85678d4bfffffff",0,1,0
"85678d73fffffff",0,1,0
"85679d87fffffff",0,1,0
"856d02a7fffffff",0,1,0
"856d5d5bfffffff",0,1,0
"8544764ffffffff",0,2,0
"854476b7fffffff",0,1,0
"85448163fffffff",0,1,0
"854481cffffffff",0,1,0
"854482dbfffffff",0,1,0
"854484a3fffffff",0,2,0
"854484cbfffffff",0,2,0
"8544860ffffffff",0,3,0
"85448ecffffffff",0,1,0
"8544966bfffffff",0,1,0
"8544980ffffffff",0,1,0
"854499c7fffffff",0,1,0
"85449a2bfffffff",0,1,0
"85449b3bfffffff",0,1,0
"85449c37fffffff",0,1,0
"85449e0bfffffff",0,1,0
"8544a243fffffff",0,4,0
"8544aa4bfffffff",0,1,0
"8544aa5bfffffff",0,1,0
"85440117fffffff",0,1,0
"85440133fffffff",0,2,0
"8544016ffffffff",0,1,0
"854403affffffff",0,1,0
"854404dbfffffff",0,1,0
"8544081bfffffff",0,2,0
"854cebb7fffffff",0,1,0
"854ced6ffffffff",0,1,0
"854cf23bfffffff",0,1,0
"854d01a3fffffff",0,1,0
"854d02d3fffffff",0,1,0
"854d065bfffffff",0,1,0
"854d06d7fffffff",0,1,0
"854d10c3fffffff",0,1,0
"854d2823fffffff",0,1,0
"854d2bd3fffffff",0,1,0
"854d493bfffffff",0,1,0
"854d81dbfffffff",0,1,0
"854d8413fffffff",0,1,0
"854d8417fffffff",0,1,0
"854d8433fffffff",0,1,0
"854d851bfffffff",0,1,0
"854d8697fffffff",0,1,0
"854d91b7fffffff",0,1,0
"854d959bfffffff",0,1,0
"854d966ffffffff",0,1,0
"854da2d3fffffff",0,1,0
"854da2d7fffffff",0,2,0
"854da457fffffff",0,1,0
"854da68ffffffff",0,1,0
"854dae97fffffff",0,1,0
"854db0affffffff",0,1,0
"854db163fffffff",0,1,0
"854db173fffffff",0,1,0
"854db263fffffff",0,1,0
"854db5affffffff",0,1,0
"855e42b7fffffff",0.125,24,3
"855e43dbfffffff",0,1,0
"855e4bb7fffffff",0,6,0
"855e4e8bfffffff",0,1,0
"855e5c0bfffffff",0,1,0
"855e5cbbfffffff",0,2,0
"855e5d03fffffff",0,2,0
"855e5d97fffffff",0,9,0
"855e6667fffffff",0.111111111111111,9,1
"85661697fffffff",0,1,0
"8544aecbfffffff",0,1,0
"8544b027fffffff",0,1,0
"8544b1d7fffffff",0,1,0
"8544b1dbfffffff",0,2,0
"85442263fffffff",0,1,0
"854423cbfffffff",0,1,0
"85442a07fffffff",0,1,0
"85442b43fffffff",0,1,0
"85442b47fffffff",0,1,0
"85442b63fffffff",0,2,0
"85442bc7fffffff",0,2,0
"85443067fffffff",0,1,0
"85443557fffffff",0,3,0
"85443043fffffff",0,1,0
"85455953fffffff",0,1,0
"856c06cbfffffff",0,1,0
"856c2003fffffff",0,1,0
"856c212bfffffff",0,1,0
"856c21d7fffffff",0,3,0
"856c223bfffffff",0,1,0
"856c228bfffffff",0,1,0
"856c23d7fffffff",0,1,0
"856c2417fffffff",0,1,0
"856c2627fffffff",0,2,0
"856c267bfffffff",0,1,0
"856c3047fffffff",0,2,0
"856c3127fffffff",0,1,0
"856c3323fffffff",0,1,0
"856c3577fffffff",0,1,0
"856d087bfffffff",0,1,0
"856d0bdbfffffff",0,1,0
"856d19abfffffff",0,1,0
"856d40c7fffffff",0,2,0
"856d4203fffffff",0,1,0
"856d4447fffffff",0,1,0
"856d46cbfffffff",0,2,0
"856d4adbfffffff",0,2,0
"856d5117fffffff",0,1,0
"856d5147fffffff",0,1,0
"856d5157fffffff",0,3,0
"856d532ffffffff",0,1,0
"856d542bfffffff",0,2,0
"856d5527fffffff",0,1,0
"854c8a8ffffffff",1,1,1
"854c8d23fffffff",1,1,1
"854cabcbfffffff",1,3,3
"854cc42ffffffff",1,6,6
"8566a24ffffffff",1,2,2
"8566a527fffffff",0.666666666666667,3,2
"8566b013fffffff",1,82,82
"8566b08bfffffff",1,33,33
"8566b0abfffffff",1,1,1
"8566b47bfffffff",1,4,4
"8566b557fffffff",1,1,1
"8566b57bfffffff",1,2,2
"856d0523fffffff",0,1,0
"856d0c97fffffff",0,1,0
"856d1513fffffff",1,6,6
"856d15c7fffffff",1,1,1
"856d2b77fffffff",0,2,0
"856d2b8bfffffff",1,1,1
"856d5543fffffff",1,1,1
"856d606bfffffff",1,9,9
"856d606ffffffff",1,5,5
"856d6317fffffff",0,1,0
"856d6373fffffff",0,1,0
"856d639bfffffff",1,1,1
"856d63cbfffffff",0,2,0
"856d63dbfffffff",0,1,0
"856d666ffffffff",1,2,2
"856d696ffffffff",0,4,0
"856d6b13fffffff",1,5,5
"856d6baffffffff",1,1,1
"856d6e17fffffff",1,6,6
"856d6e23fffffff",0.4,5,2
"856d6eaffffffff",1,60,60
"856d7197fffffff",0,1,0
"856d7467fffffff",1,52,52
"856d7557fffffff",0,1,0
"8544865bfffffff",1,1,1
"8544a027fffffff",1,1,1
"8544aaa3fffffff",1,1,1
"854ced0bfffffff",1,17,17
"854ced63fffffff",1,5,5
"854ced7bfffffff",1,4,4
"854cf05bfffffff",1,1,1
"854cf0bbfffffff",1,10,10
"854cf2a7fffffff",1,1,1
"854cf30bfffffff",1,3,3
"854cf30ffffffff",1,64,64
"854cf317fffffff",1,82,82
"854cf633fffffff",1,6,6
"854cf6abfffffff",1,4,4
"854d326bfffffff",1,1,1
"854d4907fffffff",1,1,1
"854d4b87fffffff",1,3,3
"855e4093fffffff",1,1,1
"855e4347fffffff",1,2,2
"855e434ffffffff",1,1,1
"855e446bfffffff",1,1,1
"855e450bfffffff",1,1,1
"855e4a67fffffff",1,1,1
"855e5db7fffffff",1,1,1
"855e5dc3fffffff",1,1,1
"855e6267fffffff",1,1,1
"855e6527fffffff",1,1,1
"8566121bfffffff",1,2,2
"85661273fffffff",1,2,2
"8544b393fffffff",0,1,0
"854432bbfffffff",1,1,1
"8544b5c7fffffff",0,8561,0
"8544b5dbfffffff",0,2,0
"8544335bfffffff",0,1,0
"854c9abbfffffff",0,1,0
"8545933bfffffff",0,1,0
"85459e73fffffff",0,1,0
"85440987fffffff",0,1,0
"856d0c0ffffffff",0,1,0
"856d6367fffffff",0,1,0
"855e62dbfffffff",0,1,0
"856c233bfffffff",0,2,0
"856c2c27fffffff",0,2,0
"856c2c47fffffff",0,1,0
"856d5263fffffff",0,1,0
"856d5573fffffff",0,1,0
"856da9a3fffffff",0,1,0
"854cea8bfffffff",0,1,0
"856626abfffffff",0,1,0
"85455e4ffffffff",0,1,0
"85459037fffffff",0,1,0
"8545b223fffffff",0,1,0
"85440a4bfffffff",0,2,0
"854411c3fffffff",0,1,0
"85441613fffffff",0,1,0
"85447537fffffff",0,1,0
"8567414bfffffff",0,1,0
"856743b3fffffff",0,1,0
"85674463fffffff",0,1,0
"8567564bfffffff",0,3,0
"85676e6ffffffff",0,2,0
"8567736ffffffff",0,2,0
"85678b6bfffffff",0,1,0
"856c204ffffffff",0,1,0
"856c2147fffffff",0,1,0
"856c2213fffffff",0,1,0
"856c221bfffffff",0,1,0
"856c2373fffffff",0,1,0
"856c25a7fffffff",0,2,0
"856c2ca7fffffff",0,1,0
"856c2dcffffffff",0,1,0
"856c2e57fffffff",0,2,0
"856d0377fffffff",0,1,0
"856d0d2ffffffff",0,1,0
"856d142ffffffff",0,1,0
"856d4047fffffff",0,3,0
"856d40c3fffffff",0,1,0
"856d41a3fffffff",0,1,0
"856d481bfffffff",0,1,0
"856d4e6ffffffff",0,1,0
"856d560bfffffff",0,1,0
"856d5cb3fffffff",0,1,0
"856d5dc3fffffff",0,2,0
"856d734bfffffff",0,1,0
"854480d7fffffff",0,1,0
"85440277fffffff",0,1,0
"8544035bfffffff",0,1,0
"854408abfffffff",0,1,0
"855e6657fffffff",0,1,0
"855e7137fffffff",0,1,0
"855f4923fffffff",0,3,0
"855f5b4bfffffff",0,1,0
"856625d7fffffff",0,3,0
"8544f22bfffffff",0,1,0
"85489613fffffff",0,20,0
"8548967bfffffff",0,2,0
"854896cbfffffff",0,58,0
"854c95d7fffffff",0,1,0
"85451b07fffffff",0,1,0
"85454907fffffff",0,14,0
"85454987fffffff",0,12,0
"85454b6ffffffff",0,8,0
"8545533bfffffff",0.2,5,1
"854553cbfffffff",0.0714285714285714,14,1
"8545564bfffffff",0,14,0
"85455b67fffffff",0,1,0
"85455b7bfffffff",0,1,0
"85459913fffffff",0,1,0
"8544093bfffffff",0,7,0
"85440953fffffff",0,7,0
"85440977fffffff",0,9,0
"854409a3fffffff",0,7,0
"854409b7fffffff",0,13,0
"85440a13fffffff",0,3,0
"85440dabfffffff",0,2,0
"85440e2bfffffff",0,1,0
"85440e4bfffffff",0,6,0
"85440e4ffffffff",0,4,0
"85440e6bfffffff",0,1,0
"85440e8ffffffff",0,3,0
"85440eaffffffff",0,2,0
"8544647bfffffff",0,11,0
"8544651bfffffff",0,5,0
"85447017fffffff",0,16,0
"8544705bfffffff",0,16,0
"85447077fffffff",0,32,0
"854470c7fffffff",0,21,0
"8544723bfffffff",0,309,0
"8544725bfffffff",0,7,0
"85447297fffffff",0,21,0
"854474c7fffffff",0,4,0
"85447597fffffff",0,5,0
"8566a183fffffff",0,3,0
"8566b01bfffffff",0.68421052631579,19,13
"85673197fffffff",0,2,0
"856c2227fffffff",0,1,0
"856c2343fffffff",0,1,0
"856c2487fffffff",0,3,0
"856c332ffffffff",0,2,0
"856c3593fffffff",0,1,0
"856c35d3fffffff",0,2,0
"856d00a7fffffff",0,1,0
"856d027bfffffff",0,2,0
"856d042bfffffff",0,1,0
"856d0a53fffffff",0,2,0
"856d0ab3fffffff",0,2,0
"856d0e47fffffff",0,3,0
"856d103bfffffff",0,2,0
"856d10cffffffff",0,2,0
"856d11affffffff",0,2,0
"856d147bfffffff",0,3,0
"856d1a13fffffff",0,2,0
"856d1ac7fffffff",0,2,0
"856d1cd3fffffff",0,2,0
"856d4233fffffff",0,4,0
"856d5037fffffff",0,1,0
"856d548bfffffff",0,5,0
"856d548ffffffff",0,3,0
"856d630bfffffff",0,1,0
"856d6a9bfffffff",0,2,0
"856d70cffffffff",0,4,0
"856d726bfffffff",0,8,0
"856d727bfffffff",0,4,0
"856d7357fffffff",0,1,0
"856d766ffffffff",0,4,0
"856da993fffffff",0,1,0
"856dad0ffffffff",0,2,0
"8544769bfffffff",0,3,0
"8544861bfffffff",0.0234741784037559,213,5
"854488a7fffffff",0,2,0
"8544899bfffffff",0.0769230769230769,13,1
"85448c1bfffffff",0,2,0
"85448c93fffffff",0,2,0
"85448dc7fffffff",0,3,0
"8544007bfffffff",0,2,0
"854400dbfffffff",0,1,0
"854402b7fffffff",0,2,0
"8544033bfffffff",0,8,0
"8544039bfffffff",0,1,0
"8544047bfffffff",0,1,0
"85440637fffffff",0,1,0
"85440667fffffff",0,1,0
"854406d7fffffff",0,3,0
"854406dbfffffff",0,1,0
"85440887fffffff",0,4,0
"854408affffffff",0,9,0
"854408bbfffffff",0,5,0
"854ced3bfffffff",0.4,5,2
"854d4a13fffffff",0.5,4,2
"854d4a2ffffffff",0.333333333333333,3,1
"855e436bfffffff",0,7,0
"855e5d9bfffffff",0,1,0
"855f5943fffffff",0,2,0
"8566124ffffffff",0,5,0
"8544b51bfffffff",0,16131,0
"8544b557fffffff",0,10,0
"8544e5b7fffffff",0,28,0
"85441daffffffff",0,2,0
"8544286ffffffff",0,10,0
"85442953fffffff",0,1,0
"85442a67fffffff",0,4,0
"85458893fffffff",0,4,0
"854465b3fffffff",0,3,0
"8566b00ffffffff",0,4,0
"8566b023fffffff",0,2,0
"8566b653fffffff",0,1,0
"856c2e47fffffff",0,6,0
"856d424bfffffff",0,2,0
"856d4267fffffff",0,2,0
"856d431bfffffff",0,1,0
"856d4813fffffff",0,2,0
"856d49d7fffffff",0,2,0
"854484b7fffffff",0,1,0
"85448d73fffffff",0,5,0
"855e5c8ffffffff",0,2,0
"8544b513fffffff",0,5,0
"85443367fffffff",0,5,0
"854892dbfffffff",0,2,0
"854894d7fffffff",0,3,0
"85489667fffffff",0,1,0
"854896cffffffff",0,29,0
"854ce803fffffff",0,3,0
"85455957fffffff",0,6,0
"85455b77fffffff",0,1,0
"85440b3bfffffff",0,7,0
"8544561bfffffff",0,1,0
"856c21a3fffffff",0,4,0
"856d00a3fffffff",0,1,0
"856d0d13fffffff",0,3,0
"856d4cabfffffff",0,3,0
"856d5093fffffff",0,4,0
"856d7623fffffff",0,6,0
"855e46a3fffffff",0,1,0
"855f4babfffffff",0,1,0
"8544b14bfffffff",0,1,0
"85442a77fffffff",0,2,0
"85454aa7fffffff",0,1,0
"85454b67fffffff",0,6,0
"85455a4bfffffff",0,1,0
"85455b13fffffff",0,1,0
"854589dbfffffff",0,5,0
"8545980bfffffff",0,6,0
"85459d23fffffff",0,2,0
"85440a0ffffffff",0,4,0
"854414b7fffffff",0,3,0
"8544702bfffffff",0,2,0
"85447043fffffff",0,47,0
"85447243fffffff",0,4,0
"856c247bfffffff",0,1,0
"856c369bfffffff",0,3,0
"856d0017fffffff",0,2,0
"856d0163fffffff",0,2,0
"856d026bfffffff",0,1,0
"856d0657fffffff",0,2,0
"856d0daffffffff",0,2,0
"856d0e93fffffff",0,1,0
"856d1013fffffff",0,1,0
"856d10abfffffff",0,2,0
"856d1b57fffffff",0,1,0
"856d1c73fffffff",0,1,0
"856d488bfffffff",0,2,0
"856d48c3fffffff",0,1,0
"856d4dbbfffffff",0,2,0
"856d5597fffffff",0,1,0
"856d636bfffffff",0,2,0
"85448987fffffff",0,14,0
"8544021bfffffff",0,5,0
"85440223fffffff",0,1,0
"8544086ffffffff",0,2,0
"8544b147fffffff",0,8,0
"8544f24bfffffff",0,19,0
"8544f25bfffffff",0,42,0
"8548928ffffffff",0,2,0
"854894affffffff",0,2,0
"8548954bfffffff",0,3,0
"854896a3fffffff",0,1,0
"854993c7fffffff",0,1,0
"854993cffffffff",0,19,0
"854993d3fffffff",0,1,0
"85458823fffffff",0,70,0
"854589cbfffffff",0,1,0
"85458a87fffffff",0,14,0
"85458ab3fffffff",0,1,0
"85459897fffffff",0,2,0
"8548900ffffffff",0,3,0
"8548904ffffffff",0,2,0
"85440937fffffff",0,30,0
"85440a6ffffffff",0,1,0
"8544114ffffffff",0,5,0
"85441163fffffff",0,2,0
"85441397fffffff",0,1,0
"8544146ffffffff",0,2,0
"85441527fffffff",0,1,0
"85441577fffffff",0,2,0
"85445097fffffff",0,6,0
"85445453fffffff",0,3,0
"8544548ffffffff",0,1,0
"854454b7fffffff",0,3,0
"854454cffffffff",0,1,0
"8544551bfffffff",0,5,0
"85445557fffffff",0,13,0
"85445603fffffff",0,4,0
"85445653fffffff",0,2,0
"8544568bfffffff",0,1,0
"8544610ffffffff",0,4,0
"85446167fffffff",0,3,0
"854461c3fffffff",0,1,0
"8544622bfffffff",0,2,0
"85446253fffffff",0,1,0
"85446267fffffff",0,1,0
"85446273fffffff",0,1,0
"85446347fffffff",0,10,0
"854463d7fffffff",0,1,0
"8544652ffffffff",0,1,0
"8544656ffffffff",0,1,0
"85446573fffffff",0,1,0
"8544663bfffffff",0,5,0
"85446c0bfffffff",0,7,0
"85446cc3fffffff",0,576,0
"85446e0bfffffff",0,1,0
"8544714bfffffff",0,3,0
"854471bbfffffff",0,2,0
"854472a7fffffff",0,4,0
"85447307fffffff",0,6,0
"8544734bfffffff",0,3,0
"85447397fffffff",0,1,0
"854473affffffff",0,1,0
"854473cbfffffff",0,2,0
"8544752bfffffff",0,2,0
"85447573fffffff",0,6,0
"8566a52ffffffff",0,4,0
"8566b613fffffff",0,1,0
"8566b6a3fffffff",0,1,0
"8567696ffffffff",0,1,0
"85676e4ffffffff",0,1,0
"8567a013fffffff",0,1,0
"856c26affffffff",0,1,0
"856d0473fffffff",0,2,0
"856d1e67fffffff",0,1,0
"856d2b6ffffffff",0,2,0
"856d48d7fffffff",0,2,0
"856d4dc3fffffff",0,2,0
"856d5693fffffff",0,1,0
"856d5c53fffffff",0,1,0
"856d5dbbfffffff",0,1,0
"856d5dd3fffffff",0,1,0
"856d6a17fffffff",0,3,0
"856d6aa3fffffff",0,3,0
"856d718bfffffff",0,2,0
"856d7193fffffff",0,1,0
"856d76a3fffffff",0,1,0
"856d76c3fffffff",0.4,15,6
"85448093fffffff",0,1,0
"854480d3fffffff",0,4,0
"8544842ffffffff",0,4,0
"8544844bfffffff",0,1,0
"85448467fffffff",0,1,0
"854489cffffffff",0,1,0
"854489dbfffffff",0,2,0
"85448d8ffffffff",0,10,0
"85448da7fffffff",0,26,0
"85448db7fffffff",0,10,0
"8544a103fffffff",0,292,0
"8544a117fffffff",0,59,0
"8544a18ffffffff",0,35,0
"8544a1d7fffffff",0,2,0
"8544a24bfffffff",0.333333333333333,3,1
"8544a50ffffffff",0,2,0
"8544a537fffffff",0,22,0
"8544a5b7fffffff",0,1,0
"8544a847fffffff",0,11,0
"8544a867fffffff",0,5,0
"8544a8cffffffff",0,3,0
"85440253fffffff",0,1,0
"85440293fffffff",0,1,0
"85440347fffffff",0,1,0
"85440867fffffff",0,1,0
"854ce8abfffffff",0,1,0
"854ce9a7fffffff",0,2,0
"855e5dd7fffffff",0,3,0
"855f5a37fffffff",0,1,0
"8544ab03fffffff",0,4,0
"8544ab27fffffff",0,5,0
"8544ab73fffffff",0,2,0
"8544ab8ffffffff",0,7,0
"8544aba3fffffff",0,7,0
"8544abbbfffffff",0,7,0
"8544ae8bfffffff",0,1,0
"8544b387fffffff",0,1,0
"8544b5abfffffff",0,3,0
"8544b667fffffff",0,1,0
"8544e40bfffffff",0,2,0
"8544e58ffffffff",0,2,0
"8544e657fffffff",0,1,0
"8544f04ffffffff",0.142857142857143,14,2
"8544f05bfffffff",0.272727272727273,11,3
"8544f213fffffff",0,5,0
"8544f21bfffffff",0,41,0
"8544f273fffffff",0,16,0
"8544f277fffffff",0,7,0
"8544f29bfffffff",0,11,0
"8544f2b7fffffff",0.1,20,2
"8544f3c7fffffff",0,16,0
"8544f66ffffffff",0,6,0
"8544f6cffffffff",0,3,0
"85450513fffffff",0,23,0
"854505cffffffff",0,5,0
"8544180ffffffff",0,2,0
"85441847fffffff",0,1,0
"8544187bfffffff",0,1,0
"8544188bfffffff",0,5,0
"854418b7fffffff",0,3,0
"854418c7fffffff",0,2,0
"854418d7fffffff",0,1,0
"85441907fffffff",0,1,0
"85441957fffffff",0,2,0
"854419b3fffffff",0,3,0
"854419c3fffffff",0,2,0
"85441a37fffffff",0,3,0
"85441b33fffffff",0,1,0
"85441c0bfffffff",0,2,0
"85441c0ffffffff",0,2,0
"85441d5bfffffff",0,1,0
"85441e17fffffff",0,6,0
"85441e2bfffffff",0,1052,0
"85441e33fffffff",0,4,0
"85441e3bfffffff",0,73,0
"85441e73fffffff",0,1623,0
"854894cbfffffff",0,1,0
"8548964ffffffff",0,7,0
"85489673fffffff",0,2,0
"85489687fffffff",0,6,0
"854896bbfffffff",0,6,0
"8548b24ffffffff",0,1,0
"8548b29bfffffff",0,1,0
"8548b2cffffffff",0,1,0
"854cc28bfffffff",0,1,0
"854cd1b7fffffff",0,1,0
"854cd52bfffffff",0,1,0
"85454677fffffff",0,1,0
"8545486bfffffff",0,2,0
"85454873fffffff",0,1,0
"8545495bfffffff",0,1,0
"8545499bfffffff",0,1,0
"85454a5bfffffff",0,1,0
"85454b23fffffff",0,1,0
"85454b77fffffff",0,2,0
"85454bb7fffffff",0,2,0
"85454d07fffffff",0,1,0
"85454d33fffffff",0,3,0
"85454dabfffffff",0,2,0
"85455347fffffff",0,1,0
"85455927fffffff",0,3,0
"85455b27fffffff",0,2,0
"85456407fffffff",0,1,0
"85456b37fffffff",0,1,0
"85458c97fffffff",0,1,0
"8545908bfffffff",0,1,0
"8545985bfffffff",0,1,0
"8545b4cffffffff",0,1,0
"85440933fffffff",0,19,0
"854409affffffff",0,13,0
"854409cbfffffff",0,1,0
"854409dbfffffff",0,1,0
"85440d07fffffff",0,2,0
"85440daffffffff",0,1,0
"85441497fffffff",0,1,0
"85446477fffffff",0,11,0
"854464a3fffffff",0,4,0
"854464a7fffffff",0,5,0
"854464abfffffff",0,7,0
"85446553fffffff",0,1,0
"8544659bfffffff",0,6,0
"8544660ffffffff",0,8,0
"85446633fffffff",0,6,0
"85446647fffffff",0,8,0
"854466b7fffffff",0,15,0
"85447213fffffff",0,16,0
"8544721bfffffff",0,3,0
"85447247fffffff",0,1,0
"8544728bfffffff",0,60,0
"854472cbfffffff",0,3,0
"8544746bfffffff",0,8,0
"8544746ffffffff",0,54,0
"85447627fffffff",0,2,0
"8566b677fffffff",0,1,0
"856721cffffffff",0,1,0
"8567233bfffffff",0,1,0
"85672573fffffff",0,1,0
"85672dc3fffffff",0,1,0
"8567350bfffffff",0,1,0
"85676c6bfffffff",0,1,0
"85679ddbfffffff",0,1,0
"85679e37fffffff",0,1,0
"856c34d7fffffff",0,1,0
"856d1ca7fffffff",0,1,0
"8544766bfffffff",0,27,0
"85448293fffffff",0,1,0
"85448387fffffff",0,1,0
"85448453fffffff",0,1,0
"85448833fffffff",0,1,0
"85448913fffffff",0,1,0
"85448a6bfffffff",0,1,0
"85448c47fffffff",0,1,0
"85448cdbfffffff",0,1,0
"85449ba3fffffff",0,1,0
"8544a153fffffff",0,1,0
"852ac94ffffffff",0,1,0
"852ac957fffffff",0,1,0
"852acb77fffffff",0,1,0
"852acb7bfffffff",0,1,0
"852acbb7fffffff",0,1,0
"8544063bfffffff",0,3,0
"8544089bfffffff",0,1,0
"854ce92bfffffff",0,1,0
"854ce977fffffff",0,3,0
"854cf59bfffffff",0,1,0
"854d058ffffffff",0,1,0
"854d198bfffffff",0,1,0
"854d20affffffff",0,1,0
"854d2a77fffffff",0,1,0
"854d2a8bfffffff",0,1,0
"854d32c7fffffff",0,1,0
"854d4b37fffffff",0,1,0
"854d76a7fffffff",0,1,0
"854d8083fffffff",0,1,0
"854d838bfffffff",0,1,0
"854d845bfffffff",0,1,0
"854d847bfffffff",0,1,0
"854d8c67fffffff",0,1,0
"854d9027fffffff",0,1,0
"854d904ffffffff",0,1,0
"854d906bfffffff",0,1,0
"854d94c3fffffff",0,1,0
"854d94cffffffff",0,1,0
"854d960ffffffff",0,1,0
"854d96affffffff",0,1,0
"854d96d3fffffff",0,1,0
"854d9cc3fffffff",0,1,0
"854d9e37fffffff",0,1,0
"854da2b7fffffff",0,1,0
"854da36bfffffff",0,1,0
"854da39bfffffff",0,1,0
"854da60bfffffff",0,2,0
"854da6bbfffffff",0,1,0
"854dae8bfffffff",0,1,0
"854db007fffffff",0,1,0
"854db133fffffff",0,1,0
"854db1c7fffffff",0,1,0
"854db35bfffffff",0,1,0
"855e440bfffffff",0,1,0
"855e491bfffffff",0,1,0
"855e4a77fffffff",0,1,0
"855e4b97fffffff",0,3,0
"855e4bd7fffffff",0,7,0
"855e5ea7fffffff",0,1,0
"855e62d3fffffff",0,3,0
"855e708ffffffff",0.5,2,1
"85661413fffffff",0,1,0
"85661457fffffff",0,1,0
"85661593fffffff",0,1,0
"8544b10bfffffff",0,1,0
"85441dbbfffffff",0,2,0
"85442987fffffff",0,3,0
"85442b27fffffff",0,1,0
"85443007fffffff",0,1,0
"85443587fffffff",0,1,0
"854432cffffffff",0,2,0
"854466cffffffff",0,2,0
"85455987fffffff",0,1,0
"856c0473fffffff",0,1,0
"856c246bfffffff",0,1,0
"856c25cbfffffff",0,2,0
"856c2d13fffffff",0,1,0
"856c3223fffffff",0,4,0
"856c3303fffffff",0,2,0
"856c33abfffffff",0,2,0
"856c3517fffffff",0,1,0
"856d0a4ffffffff",0,1,0
"856d0bcffffffff",0,1,0
"856d4353fffffff",0,1,0
"856d467bfffffff",0,1,0
"856d4ec7fffffff",0,1,0
"856d5163fffffff",0,1,0
"856d526bfffffff",0,2,0
"856d5657fffffff",0,2,0
"856d5893fffffff",0,3,0
"856d5ecffffffff",0,2,0
"856d734ffffffff",0,1,0
"856da9abfffffff",0,1,0
"854c2ecbfffffff",1,1,1
"854c842ffffffff",1,1,1
"854c9693fffffff",1,1,1
"854cab2ffffffff",1,1,1
"854cc087fffffff",1,4,4
"854cc60bfffffff",1,1,1
"854ce1c7fffffff",0,1,0
