"cell","spue","effort","target"
"854ce277fffffff",1,1,1
"85458e13fffffff",1,1,1
"85447343fffffff",1,1,1
"8566a273fffffff",1,8,8
"856d047bfffffff",0,1,0
"856d0557fffffff",1,1,1
"856d0c93fffffff",0,2,0
"856d1583fffffff",1,114,114
"856d6303fffffff",0,2,0
"856d6857fffffff",1,1,1
"856d6963fffffff",1,1,1
"856d6aaffffffff",0,1,0
"856d6e0bfffffff",0,1,0
"856d6e33fffffff",1,2,2
"856d7463fffffff",1,113,113
"854cf0b3fffffff",1,24,24
"854cf0cffffffff",1,2,2
"854cf1abfffffff",1,1,1
"854cf28ffffffff",1,1,1
"854cf38bfffffff",1,1,1
"854cf38ffffffff",1,2,2
"854cf563fffffff",1,1,1
"854cf617fffffff",1,4,4
"854cf683fffffff",1,5,5
"854cf6a7fffffff",1,1,1
"854d496bfffffff",1,1,1
"855e4583fffffff",1,1,1
"855e48a7fffffff",1,1,1
"855e4a17fffffff",1,1,1
"855e5c77fffffff",1,1,1
"855e61d7fffffff",1,1,1
"855e7533fffffff",1,1,1
"855f584ffffffff",1,3,3
"855f5bc7fffffff",1,2,2
"8544b0b3fffffff",1,1,1
"8544b19bfffffff",0,1,0
"8544b483fffffff",0,1,0
"85499353fffffff",0,1,0
"8545899bfffffff",0,2,0
"8545a96bfffffff",0,1,0
"856d4c57fffffff",0,1,0
"855e438bfffffff",0,1,0
"855f5eaffffffff",0,1,0
"8544b6b7fffffff",0,1,0
"854c825bfffffff",0,1,0
"854c83b7fffffff",0,1,0
"8545842bfffffff",0,1,0
"85459083fffffff",0,1,0
"856c06d7fffffff",0,1,0
"856c20dbfffffff",0,1,0
"856c2137fffffff",0,2,0
"856c2397fffffff",0,1,0
"856c352bfffffff",0,2,0
"856c36b7fffffff",0,1,0
"856d133bfffffff",0,1,0
"856d18bbfffffff",0,1,0
"856d512ffffffff",0,2,0
"856d5e07fffffff",0,1,0
"856d5ec7fffffff",0,1,0
"8544b56bfffffff",0,1,0
"85441d23fffffff",0,2,0
"8545548ffffffff",0,1,0
"85440b7bfffffff",0,1,0
"85440ca7fffffff",0,1,0
"85441193fffffff",0,2,0
"85445687fffffff",0,3,0
"854456bbfffffff",0,1,0
"85446013fffffff",0,1,0
"85447617fffffff",0,1,0
"856635c3fffffff",0,1,0
"85674633fffffff",0,1,0
"856746affffffff",0,1,0
"85675203fffffff",0,1,0
"85679b77fffffff",0,2,0
"856c2307fffffff",0,2,0
"856c3147fffffff",0,1,0
"856d4673fffffff",0,1,0
"856d46d3fffffff",0,1,0
"856d4c2bfffffff",0,1,0
"856d5897fffffff",0,1,0
"856d7347fffffff",0,1,0
"8544026bfffffff",0,1,0
"854d1a8ffffffff",0,1,0
"854d496ffffffff",0,1,0
"855e7123fffffff",0,1,0
"855f492ffffffff",0,1,0
"855f5827fffffff",0,1,0
"855f59cffffffff",0,1,0
"8544ae23fffffff",0,1,0
"8544e44ffffffff",0,1,0
"8544e4a7fffffff",0,1,0
"8544e59bfffffff",0,1,0
"8544e6d3fffffff",0,1,0
"854418a7fffffff",0,1,0
"85441947fffffff",0,1,0
"85441c07fffffff",0,1,0
"85441c8bfffffff",0,2,0
"85441ccbfffffff",0,1,0
"85451b2bfffffff",0,1,0
"854543bbfffffff",0.111111111111111,9,1
"85455947fffffff",0,2,0
"85456dabfffffff",0,23,0
"85459d07fffffff",0,3,0
"85440923fffffff",0,62,0
"8544096bfffffff",0,36,0
"854409a7fffffff",0,94,0
"85440c13fffffff",0,1,0
"85440d27fffffff",0,6,0
"85440d6ffffffff",0,4,0
"85440e43fffffff",0,1,0
"85440e6ffffffff",0,2,0
"85440e77fffffff",0,5,0
"85440e83fffffff",0,2,0
"854454dbfffffff",0,29,0
"854464c3fffffff",0,4,0
"854464dbfffffff",0,2,0
"85446613fffffff",0,4,0
"85446673fffffff",0,8,0
"8544700ffffffff",0,215,0
"8544704ffffffff",0,158,0
"85447053fffffff",0,12,0
"85447093fffffff",0,34,0
"854470dbfffffff",0,4,0
"8544724bfffffff",0,10,0
"85447557fffffff",0,21,0
"854475d7fffffff",0,3,0
"8566b0c7fffffff",0.980392156862745,204,200
"8567225bfffffff",0,2,0
"856c20c3fffffff",0,6,0
"856c2413fffffff",0,2,0
"856c248ffffffff",0,6,0
"856c33a3fffffff",0,4,0
"856d01affffffff",0,2,0
"856d03b3fffffff",0,1,0
"856d0867fffffff",0,1,0
"856d0a8ffffffff",0,1,0
"856d0b5bfffffff",0,3,0
"856d0bcbfffffff",0,2,0
"856d10b3fffffff",0,4,0
"856d10bbfffffff",0,1,0
"856d10d7fffffff",0,1,0
"856d1157fffffff",0,2,0
"856d1523fffffff",0,2,0
"856d1553fffffff",0,4,0
"856d1687fffffff",0,6,0
"856d19c7fffffff",0,2,0
"856d19dbfffffff",0,2,0
"856d1d0ffffffff",0,3,0
"856d1d1bfffffff",0,3,0
"856d1e63fffffff",0,1,0
"856d1e83fffffff",0,2,0
"856d26c7fffffff",0,23,0
"856d2b2ffffffff",0,2,0
"856d42abfffffff",0,4,0
"856d4c43fffffff",0,2,0
"856d5133fffffff",0,1,0
"856d7093fffffff",0,6,0
"856d709bfffffff",0,2,0
"856d71d3fffffff",0,1,0
"856da92bfffffff",0,2,0
"856da933fffffff",0,1,0
"856da967fffffff",0,5,0
"8544763bfffffff",0,7,0
"85447647fffffff",0.25,4,1
"85448983fffffff",0,19,0
"85448993fffffff",0.0588235294117647,17,1
"85448d2bfffffff",0,28,0
"85448d67fffffff",0,16,0
"85448dc3fffffff",0,1,0
"85440323fffffff",0,2,0
"8544034bfffffff",0,4,0
"85440447fffffff",0,2,0
"85440473fffffff",0,2,0
"85440607fffffff",0,7,0
"85440657fffffff",0,10,0
"8544084ffffffff",0,9,0
"85440873fffffff",0,7,0
"85440897fffffff",0,6,0
"854408d3fffffff",0,1,0
"855e434bfffffff",0,3,0
"855e43c7fffffff",0.166666666666667,6,1
"855e4637fffffff",0,3,0
"855e5cc7fffffff",0,1,0
"855f5ab7fffffff",0,4,0
"8544b127fffffff",0.00485436893203883,206,1
"8544b15bfffffff",0,5,0
"8544294ffffffff",0,1,0
"85442a33fffffff",0,2,0
"85442aabfffffff",0.125,8,1
"85442b03fffffff",0,2,0
"854433a3fffffff",0,1,0
"85489443fffffff",0.0384615384615385,26,1
"854c94c7fffffff",0,1,0
"854c9a53fffffff",0,1,0
"854c9e4bfffffff",0,3,0
"854cc097fffffff",0.948275862068966,58,55
"854460d7fffffff",0,7,0
"8566b64ffffffff",0,2,0
"856c06cffffffff",0,1,0
"856c20d3fffffff",0,4,0
"856c2c2bfffffff",0,4,0
"856d096ffffffff",0,3,0
"856d4383fffffff",0,1,0
"856d4893fffffff",0,2,0
"856d4c27fffffff",0,2,0
"856d58b3fffffff",0,3,0
"856d622ffffffff",0,4,0
"85448657fffffff",0,9,0
"854489d7fffffff",0,4,0
"85448d63fffffff",0,8,0
"85448d7bfffffff",0,1,0
"854d4ba7fffffff",0.285714285714286,7,2
"855e4683fffffff",0.166666666666667,6,1
"855e5c4ffffffff",0,1,0
"855e5cabfffffff",0.2,5,1
"8544b037fffffff",0,1,0
"8544b09bfffffff",0,2,0
"8544b53bfffffff",0,2,0
"85443253fffffff",0,4,0
"85489693fffffff",0,37,0
"854896affffffff",0,5,0
"8545313bfffffff",0,2,0
"854531b7fffffff",0,4,0
"8545445bfffffff",0,1,0
"854c9a1bfffffff",0,1,0
"85440b23fffffff",0,10,0
"854465a7fffffff",0,3,0
"85447267fffffff",0,60,0
"8567692bfffffff",0,1,0
"856d0d7bfffffff",0,3,0
"856d15cbfffffff",0,1,0
"856d4683fffffff",0,1,0
"856d4c13fffffff",0,1,0
"856d4c1bfffffff",0,2,0
"856d506bfffffff",0,1,0
"856d507bfffffff",0,1,0
"856d5103fffffff",0,8,0
"856d5e3bfffffff",0,3,0
"855e4363fffffff",0.375,8,3
"855e496bfffffff",0,1,0
"855f4b33fffffff",0,4,0
"855f4b77fffffff",0,1,0
"855f593bfffffff",0,1,0
"8544b12bfffffff",0,82,0
"854cc563fffffff",0,1,0
"85458bb3fffffff",0,1,0
"85459817fffffff",0,9,0
"85459d6ffffffff",0,2,0
"8548901bfffffff",0,8,0
"85440a2bfffffff",0,4,0
"85440b13fffffff",0,3,0
"85440b8ffffffff",0,6,0
"85440bb7fffffff",0,11,0
"854464d3fffffff",0,4,0
"8544658ffffffff",0,75,0
"8544706bfffffff",0,7,0
"854470bbfffffff",0,6,0
"856c21b3fffffff",0,1,0
"856c2607fffffff",0,3,0
"856c2d8bfffffff",0,3,0
"856d060bfffffff",0,3,0
"856d0abbfffffff",0,1,0
"856d0ccbfffffff",0,5,0
"856d1a8ffffffff",0,1,0
"856d42dbfffffff",0,5,0
"856d5173fffffff",0,1,0
"856d564ffffffff",0,4,0
"856d6337fffffff",0,1,0
"856d637bfffffff",0,2,0
"856d726ffffffff",0,5,0
"856d7387fffffff",0,2,0
"854486affffffff",0,3,0
"85448957fffffff",0,4,0
"85448cd7fffffff",0,4,0
"8544082bfffffff",0,2,0
"8566110ffffffff",0,6,0
"85661117fffffff",0,1,0
"8544ab47fffffff",0,1,0
"8544f243fffffff",0,62,0
"8544f2dbfffffff",0,81,0
"854890abfffffff",0,2,0
"85489217fffffff",0,4,0
"8548925bfffffff",0,1,0
"85489273fffffff",0,2,0
"85489287fffffff",0,2,0
"85489293fffffff",0,1,0
"854892abfffffff",0,2,0
"854892c7fffffff",0,1,0
"8548944ffffffff",0,3,0
"854894d3fffffff",0,2,0
"8548954ffffffff",0,1,0
"8548b263fffffff",0,2,0
"85499373fffffff",0,4,0
"854cc537fffffff",0,1,0
"85450b37fffffff",0,1,0
"854549b7fffffff",0,2,0
"85455453fffffff",0,2,0
"85459883fffffff",0,1,0
"85459887fffffff",0,1,0
"8545b06bfffffff",0,3,0
"85489063fffffff",0,2,0
"8548907bfffffff",0,1,0
"85440967fffffff",0,82,0
"85440a1bfffffff",0,1,0
"85440aabfffffff",0,3,0
"85440b03fffffff",0,1,0
"85440bcbfffffff",0,1,0
"85441103fffffff",0,6,0
"8544112ffffffff",0,2,0
"8544115bfffffff",0,1,0
"854411b7fffffff",0,2,0
"85441287fffffff",0,1,0
"854413b7fffffff",0,2,0
"854415cbfffffff",0,2,0
"8544160bfffffff",0,3,0
"854450dbfffffff",0,2,0
"8544540ffffffff",0,1,0
"8544542bfffffff",0,6,0
"854454a3fffffff",0,1,0
"85445513fffffff",0,9,0
"8544558bfffffff",0,5,0
"8544560ffffffff",0,4,0
"85445617fffffff",0,1,0
"8544563bfffffff",0,3,0
"85445657fffffff",0,2,0
"85445693fffffff",0,2,0
"85446127fffffff",0,5,0
"8544613bfffffff",0,2,0
"85446153fffffff",0,1,0
"85446163fffffff",0,1,0
"854461affffffff",0,1,0
"8544622ffffffff",0,2,0
"85446263fffffff",0,1,0
"8544630bfffffff",0,1,0
"85446313fffffff",0,1,0
"8544632bfffffff",0,1,0
"8544635bfffffff",0,2,0
"8544654ffffffff",0,1,0
"8544669bfffffff",0,45,0
"85446cd7fffffff",0,32,0
"85446ed7fffffff",0,235,0
"85447033fffffff",0,4,0
"8544703bfffffff",0,6,0
"8544711bfffffff",0,2,0
"8544715bfffffff",0,7,0
"854471b7fffffff",0,1,0
"8544734ffffffff",0,4,0
"8544735bfffffff",0,2,0
"854473a3fffffff",0,7,0
"8566a117fffffff",0,4,0
"8566a187fffffff",0,3,0
"8566b057fffffff",0,1,0
"8566b087fffffff",0.666666666666667,15,10
"856743a7fffffff",0,15,0
"85679cb3fffffff",0,1,0
"856c331bfffffff",0,1,0
"856d0187fffffff",0,4,0
"856d0327fffffff",0,1,0
"856d0c8ffffffff",0,1,0
"856d0d83fffffff",0.333333333333333,3,1
"856d0d87fffffff",0,2,0
"856d0e27fffffff",0,3,0
"856d193bfffffff",0,2,0
"856d43c3fffffff",0,2,0
"856d49d3fffffff",0,1,0
"856d4e37fffffff",0,2,0
"856d516bfffffff",0,5,0
"856d5ebbfffffff",0,3,0
"856d6247fffffff",0,1,0
"856d6ad3fffffff",0,9,0
"856d6b77fffffff",0,2,0
"856d763bfffffff",0,3,0
"856d76d3fffffff",0,1,0
"85448403fffffff",0.25,4,1
"85448697fffffff",0,1,0
"8544890ffffffff",0,2,0
"854489a7fffffff",0,4,0
"854489b3fffffff",0,2,0
"854489c7fffffff",0,4,0
"8544a393fffffff",0,1,0
"8544a84bfffffff",0,2,0
"8544a863fffffff",0,2,0
"8544aa6ffffffff",0,1,0
"854402d3fffffff",0,2,0
"854ceacbfffffff",0,1,0
"855e404bfffffff",0,4,0
"855e406ffffffff",0,4,0
"855e4343fffffff",0,2,0
"855e713bfffffff",0,1,0
"855f4ba3fffffff",0,1,0
"855f5b57fffffff",0,1,0
"8544ab0ffffffff",0,4,0
"8544ab33fffffff",0,4,0
"8544abaffffffff",0,5,0
"8544aed7fffffff",0,1,0
"8544b08ffffffff",0,3,0
"8544e423fffffff",0,212,0
"8544e427fffffff",0,92,0
"8544e433fffffff",0,22,0
"8544e457fffffff",0,2,0
"8544e48ffffffff",0,2,0
"8544e4abfffffff",0,3,0
"8544e4d3fffffff",0,1,0
"8544f043fffffff",0.210526315789474,19,4
"8544f227fffffff",0,8,0
"8544f23bfffffff",0,4,0
"8544f247fffffff",0,35,0
"8544f267fffffff",0,10,0
"8544f3d7fffffff",0,19,0
"8544f60bfffffff",0,5,0
"8544f61bfffffff",0,15,0
"8544f62bfffffff",0.111111111111111,9,1
"85441863fffffff",0,1,0
"854419d7fffffff",0,2,0
"85441aaffffffff",0,1,0
"85441bb7fffffff",0,2,0
"85441c2bfffffff",0,3,0
"85441c83fffffff",0,1,0
"85441cc3fffffff",0,1,0
"85441d87fffffff",0,2,0
"85441d8bfffffff",0,1,0
"85441e13fffffff",0,2,0
"85441e23fffffff",0,15,0
"85441e57fffffff",0,285,0
"85441e83fffffff",0,2,0
"85441eabfffffff",0,3,0
"85441ecffffffff",0,49,0
"85443363fffffff",0,1,0
"85443373fffffff",0,1,0
"85444483fffffff",0,2,0
"85444487fffffff",0,2,0
"85489453fffffff",0,1,0
"8548b64ffffffff",0,1,0
"854c8a7bfffffff",0,1,0
"854cd287fffffff",0,1,0
"854cde5bfffffff",0,1,0
"854ce6dbfffffff",0,1,0
"8545490ffffffff",0,9,0
"8545493bfffffff",0,175,0
"85454b2bfffffff",0,5,0
"85454bdbfffffff",0,1,0
"85454d0bfffffff",0,1,0
"85454d37fffffff",0,2,0
"85454d47fffffff",0,1,0
"85454d67fffffff",0,1,0
"85454d8ffffffff",0,1,0
"8545531bfffffff",0,1,0
"8545534ffffffff",0,1,0
"85455867fffffff",0,1,0
"8545586bfffffff",0,1,0
"85455913fffffff",0,2,0
"85455b73fffffff",0,4,0
"854562d7fffffff",0,1,0
"8545830ffffffff",0,1,0
"8545893bfffffff",0,2,0
"85459627fffffff",0,1,0
"85459b77fffffff",0,1,0
"8544094bfffffff",0,1,0
"8544098ffffffff",0,1,0
"85440c37fffffff",0,2,0
"85440d43fffffff",0,2,0
"8544640ffffffff",0,18,0
"85446427fffffff",0,1,0
"85446497fffffff",0,4,0
"854464b3fffffff",0,1,0
"85446513fffffff",0,3,0
"854466affffffff",0,9,0
"854466bbfffffff",0,8,0
"854466d7fffffff",0,2,0
"85447057fffffff",0,74,0
"854470b7fffffff",0,1,0
"85447253fffffff",0,4,0
"854474a7fffffff",0,5,0
"8544750bfffffff",0,6,0
"85447513fffffff",0,10,0
"85447613fffffff",0,2,0
"856632a3fffffff",0,1,0
"8567224ffffffff",0,1,0
"8567238ffffffff",0,1,0
"85672627fffffff",0,1,0
"856735a7fffffff",0,1,0
"856735c7fffffff",0,1,0
"85678377fffffff",0,1,0
"85679883fffffff",0,1,0
"85679c6ffffffff",0,1,0
"856d4313fffffff",0,1,0
"8544882bfffffff",0,1,0
"85448a63fffffff",0,1,0
"85448c87fffffff",0,1,0
"85448d53fffffff",0,1,0
"85448e67fffffff",0,1,0
"85449847fffffff",0,1,0
"854498cffffffff",0,1,0
"85449a4ffffffff",0,1,0
"85449a97fffffff",0,1,0
"85449b7bfffffff",0,1,0
"85449bb3fffffff",0,1,0
"85449c67fffffff",0,1,0
"85449d4bfffffff",0,1,0
"85449ec7fffffff",0,1,0
"8544051bfffffff",0,1,0
"8544054bfffffff",0,1,0
"85440863fffffff",0,1,0
"854ceab3fffffff",0,2,0
"854cf003fffffff",0,1,0
"854cf2bbfffffff",0,1,0
"854d056bfffffff",0,1,0
"854d1203fffffff",0,1,0
"854d151bfffffff",0,1,0
"854d202bfffffff",0,1,0
"854d298bfffffff",0,1,0
"854d2b2bfffffff",0,1,0
"854d4923fffffff",0,1,0
"854d8093fffffff",0,1,0
"854d80cbfffffff",0,1,0
"854d8217fffffff",0,1,0
"854d8297fffffff",0,1,0
"854d86a3fffffff",0,1,0
"854d9083fffffff",0,2,0
"854d90bbfffffff",0,1,0
"854d910ffffffff",0,1,0
"854d918bfffffff",0,1,0
"854d927bfffffff",0,1,0
"854d92affffffff",0,1,0
"854d93b7fffffff",0,1,0
"854d9437fffffff",0,1,0
"854da227fffffff",0,1,0
"854da5a7fffffff",0,1,0
"854da6b7fffffff",0,1,0
"854db22bfffffff",0,1,0
"854db28ffffffff",0,1,0
"854db2c7fffffff",0,1,0
"854db50bfffffff",0,1,0
"855e4303fffffff",0,1,0
"855e4603fffffff",0,1,0
"855e58d3fffffff",0,1,0
"855e5c1bfffffff",0,2,0
"855e5c3bfffffff",0,1,0
"855e75b7fffffff",0,1,0
"8544b057fffffff",0,2,0
"8544b137fffffff",0,4,0
"854416d3fffffff",0,1,0
"8544214bfffffff",0,1,0
"8544298bfffffff",0,2,0
"854429a3fffffff",0,1,0
"85442b6ffffffff",0,1,0
"85442babfffffff",0,2,0
"8544300bfffffff",0,2,0
"8544353bfffffff",0,1,0
"85440babfffffff",0,3,0
"854474d7fffffff",0,2,0
"856c05d3fffffff",0,1,0
"856c2163fffffff",0,2,0
"856c2567fffffff",0,1,0
"856c25affffffff",0,2,0
"856c263bfffffff",0,1,0
"856c2887fffffff",0,1,0
"856c2d1bfffffff",0,2,0
"856c2d93fffffff",0,11,0
"856c312bfffffff",0,2,0
"856c3163fffffff",0,2,0
"856c322ffffffff",0,2,0
"856c3237fffffff",0,2,0
"856c3353fffffff",0,1,0
"856d0bd7fffffff",0,2,0
"856d422bfffffff",0,2,0
"856d460bfffffff",0,2,0
"856d52a7fffffff",0,2,0
"856d534bfffffff",0,1,0
"856d54a3fffffff",0,1,0
"856d550bfffffff",0,2,0
"856d5c8bfffffff",0,4,0
"854c9c6ffffffff",1,1,1
"854cc40bfffffff",1,1,1
"854cc423fffffff",1,1,1
"854cc55bfffffff",1,4,4
"854ce267fffffff",1,1,1
"856d055bfffffff",0,1,0
"856d1403fffffff",1,8,8
"856d2a77fffffff",0.5,2,1
"856d2b5bfffffff",0,1,0
"856d6843fffffff",1,1,1
"856d6853fffffff",1,1,1
"856d6ab3fffffff",0,1,0
"856d7087fffffff",0,1,0
"856d70d3fffffff",0,1,0
"856d7477fffffff",1,4,4
"8544a327fffffff",1,1,1
"8544a533fffffff",1,1,1
"854ce887fffffff",1,1,1
"854cf313fffffff",1,1,1
"854cf5abfffffff",1,1,1
"854cf64bfffffff",1,1,1
"854cf6b3fffffff",1,6,6
"854d00abfffffff",1,1,1
"854d046bfffffff",1,1,1
"854d3327fffffff",1,1,1
"854d4977fffffff",1,1,1
"854d4bbbfffffff",1,1,1
"855e400ffffffff",1,1,1
"855e45dbfffffff",1,1,1
"855e5c03fffffff",1,1,1
"855e5ca3fffffff",1,1,1
"855e5d1bfffffff",1,1,1
"855e625bfffffff",1,1,1
"855e63c3fffffff",1,1,1
"855e7097fffffff",1,1,1
"855e7337fffffff",1,1,1
"8544b437fffffff",0,1,0
"8544290ffffffff",0,2,0
"85442b13fffffff",0,1,0
"854c9883fffffff",0,2,0
"854cb3c3fffffff",0,1,0
"8545897bfffffff",0,1,0
"85458c67fffffff",0,1,0
"854414d7fffffff",0,1,0
"856d0e4ffffffff",0,1,0
"856d4e97fffffff",0,2,0
"856d70dbfffffff",0,1,0
"854484a7fffffff",0,3,0
"85440683fffffff",0,1,0
"855e5c5bfffffff",0,1,0
"855e666bfffffff",0,1,0
"8544b153fffffff",0,1,0
"856c2153fffffff",0,1,0
"856c3117fffffff",0,1,0
"85440a0bfffffff",0,1,0
"8544150ffffffff",0,1,0
"8544159bfffffff",0,1,0
"85445613fffffff",0,1,0
"8566b033fffffff",0,1,0
"85674177fffffff",0,4,0
"8567692ffffffff",0,1,0
"85676a4bfffffff",0,1,0
"856c2053fffffff",0,1,0
"856c28cbfffffff",0,1,0
"856d032ffffffff",0,1,0
"856d08a3fffffff",0,1,0
"856d0997fffffff",0,3,0
"856d1437fffffff",0,1,0
"856d1447fffffff",0,3,0
"856d1957fffffff",0,1,0
"856d4057fffffff",0,1,0
"856d4e47fffffff",0,2,0
"856d4e93fffffff",0,1,0
"856d562bfffffff",0,1,0
"854489c3fffffff",0,4,0
"8544a177fffffff",0,1,0
"8544028ffffffff",0,1,0
"854402d7fffffff",0,1,0
"854ceab7fffffff",0,1,0
"855e469bfffffff",0,1,0
"855e586ffffffff",0,1,0
"855e624ffffffff",0,1,0
"855e66bbfffffff",0,1,0
"8544ab0bfffffff",0,1,0
"85441c3bfffffff",0,2,0
"85443513fffffff",0,1,0
"85489697fffffff",0,15,0
"854cd26bfffffff",0,1,0
"85454aabfffffff",0,1,0
"85454b43fffffff",0,2,0
"85454b53fffffff",0,5,0
"85455b6ffffffff",0,3,0
"85456d0ffffffff",0.0416666666666667,24,1
"854409b3fffffff",0,9,0
"85440c17fffffff",0,2,0
"85440c23fffffff",0,6,0
"85440d17fffffff",0,2,0
"85440d63fffffff",0,5,0
"85440d93fffffff",0,1,0
"85440e53fffffff",0,3,0
"85440e63fffffff",0,2,0
"8544549bfffffff",0,7,0
"854463cffffffff",0,27,0
"8544660bfffffff",0,10,0
"8544664ffffffff",0,14,0
"854466c7fffffff",0,5,0
"8544707bfffffff",0,72,0
"8544744ffffffff",0,1,0
"85447543fffffff",0,38,0
"8544759bfffffff",0,5,0
"854475cbfffffff",0,12,0
"8566a523fffffff",0,4,0
"85672257fffffff",0,1,0
"856c068ffffffff",0,1,0
"856c23cffffffff",0,2,0
"856c2403fffffff",0,2,0
"856c2473fffffff",0,3,0
"856c2497fffffff",0,4,0
"856c2533fffffff",0,9,0
"856c31b3fffffff",0,3,0
"856c3337fffffff",0,1,0
"856c33a7fffffff",0,2,0
"856c35bbfffffff",0,5,0
"856d00b7fffffff",0,2,0
"856d019bfffffff",0,3,0
"856d03a7fffffff",0,2,0
"856d052bfffffff",0,6,0
"856d08affffffff",0,2,0
"856d08bbfffffff",0,3,0
"856d08d3fffffff",0,2,0
"856d0917fffffff",0,3,0
"856d0d93fffffff",0,3,0
"856d0db7fffffff",0,2,0
"856d0ecffffffff",0,2,0
"856d1087fffffff",0,6,0
"856d1827fffffff",0,2,0
"856d1a47fffffff",0,3,0
"856d1b6ffffffff",0,2,0
"856d1d57fffffff",0,3,0
"856d1da7fffffff",0,2,0
"856d2b27fffffff",0,2,0
"856d2b67fffffff",0,4,0
"856d2b7bfffffff",0,5,0
"856d556bfffffff",0,2,0
"856d5647fffffff",0,3,0
"856d6a57fffffff",0,3,0
"856d7013fffffff",0,1,0
"856d72abfffffff",0,2,0
"856d732bfffffff",0,3,0
"854476abfffffff",0,2,0
"854476cbfffffff",0,1,0
"8544013bfffffff",0,4,0
"854401cffffffff",0,1,0
"85440307fffffff",0,3,0
"85440317fffffff",0,1,0
"854403abfffffff",0,1,0
"8544044ffffffff",0,2,0
"8544046bfffffff",0,4,0
"85440617fffffff",0,8,0
"854406c7fffffff",0,2,0
"85440827fffffff",0,10,0
"85440907fffffff",0,4,0
"8544090bfffffff",0,4,0
"854cecabfffffff",0.5,2,1
"854ced23fffffff",0.333333333333333,3,1
"854d4a63fffffff",0.5,2,1
"855e406bfffffff",0.0555555555555556,36,2
"855e4377fffffff",0,6,0
"855e4697fffffff",0,3,0
"855f5b5bfffffff",0,4,0
"85661557fffffff",0,2,0
"85662043fffffff",0,3,0
"8544b123fffffff",0,118,0
"8544b1b3fffffff",0,3,0
"85442aa7fffffff",0,4,0
"8544356bfffffff",0,1,0
"854c80cbfffffff",0,1,0
"8566b0cffffffff",0.555555555555556,18,10
"856c05cffffffff",0,4,0
"856c336ffffffff",0,2,0
"856d4c2ffffffff",0,2,0
"856d552ffffffff",0,1,0
"856d58dbfffffff",0,2,0
"856d5d23fffffff",0,2,0
"856d5eabfffffff",0,2,0
"8544898bfffffff",0,9,0
"85448d3bfffffff",0,23,0
"85448d77fffffff",0,24,0
"855e4083fffffff",0,5,0
"8544b053fffffff",0,4,0
"8544b14ffffffff",0,1,0
"8544b16ffffffff",0,2,0
"8544b3b7fffffff",0,2,0
"8544b503fffffff",0,4211,0
"854890dbfffffff",0,3,0
"8548940bfffffff",0,3,0
"85489447fffffff",0,4,0
"854cb3a3fffffff",0,1,0
"854cc09bfffffff",0,1,0
"854ce80ffffffff",0,2,0
"85454927fffffff",0,12,0
"85440b53fffffff",0,2,0
"8566b617fffffff",0,2,0
"85676923fffffff",0,3,0
"856c246ffffffff",0,1,0
"856c306bfffffff",0,2,0
"856d083bfffffff",0,1,0
"856d08b3fffffff",0,1,0
"856d1977fffffff",0,2,0
"856d5e23fffffff",0,1,0
"855f496bfffffff",0,2,0
"855f497bfffffff",0,4,0
"85442973fffffff",0,3,0
"854559b7fffffff",0,2,0
"85458c23fffffff",0,3,0
"8545982ffffffff",0,1,0
"854598a3fffffff",0,4,0
"854598affffffff",0,6,0
"85459d63fffffff",0,7,0
"85440bb3fffffff",0,3,0
"854470b3fffffff",0,6,0
"856d0127fffffff",0,2,0
"856d0caffffffff",0,1,0
"856d0e6ffffffff",0,1,0
"856d1043fffffff",0,2,0
"856d118ffffffff",0,1,0
"856d155bfffffff",0,2,0
"856d1953fffffff",0,1,0
"856d457bfffffff",0,1,0
"856d4d6bfffffff",0,3,0
"856d6ac3fffffff",0,3,0
"856d6b73fffffff",0,3,0
"856d724ffffffff",0,5,0
"8544854bfffffff",0,1,0
"8544891bfffffff",0,1,0
"85448d17fffffff",0,5,0
"8544aa2bfffffff",0,2,0
"854403c3fffffff",0,2,0
"855f584bfffffff",0.5,8,4
"8544b08bfffffff",0,6,0
"8548920bfffffff",0,3,0
"85489263fffffff",0,5,0
"854892cffffffff",0,1,0
"8548946bfffffff",0,1,0
"854896b3fffffff",0,2,0
"8548b34ffffffff",0,1,0
"854992a3fffffff",0,3,0
"854992a7fffffff",0,3,0
"85499343fffffff",0,1,0
"854993c3fffffff",0,6,0
"854993cbfffffff",0,1,0
"8549966bfffffff",0,1,0
"854c944bfffffff",0,1,0
"85458833fffffff",0,5,0
"8545b68ffffffff",0,1,0
"85489013fffffff",0,1,0
"85489083fffffff",0,3,0
"8548908bfffffff",0,2,0
"85489097fffffff",0,1,0
"85440b33fffffff",0,2,0
"85440b57fffffff",0,9,0
"85440b67fffffff",0,3,0
"85440bcffffffff",0,1,0
"8544104bfffffff",0,2,0
"854410a3fffffff",0,1,0
"85441153fffffff",0,1,0
"85441337fffffff",0,128,0
"8544139bfffffff",0,2,0
"85441403fffffff",0,2,0
"85445413fffffff",0,3,0
"8544546ffffffff",0,2,0
"8544548bfffffff",0,3,0
"8544555bfffffff",0,17,0
"854455cbfffffff",0,1,0
"85445623fffffff",0,1,0
"8544569bfffffff",0,2,0
"85446023fffffff",0,1,0
"854460cffffffff",0,3,0
"85446107fffffff",0,1,0
"8544614ffffffff",0,2,0
"8544615bfffffff",0,1,0
"85446173fffffff",0,1,0
