"cell","value_from","value_to","delta","pct","n_from","n_to"
"821f2ffffffffff",15.3054350638402,8.82275564552837,-6.48267941831186,-42.3554076788544,1703,96438
"821f37fffffffff",12.4702176038517,16.8897804986876,4.41956289483595,35.4409444585063,69754,64985
"821f67fffffffff",5.51481562680855,10.5874101111218,5.07259448431328,91.9812161925134,1015,4713
"821f77fffffffff",4.35101367489004,7.85149582969058,3.50048215480054,80.4521064827267,7413,77053
"821f9ffffffffff",24.5198218176286,4.22049378456406,-20.2993280330645,-82.7874206592736,408,815
"82225ffffffffff",33.2961641391613,34.5083746898263,1.21221055066498,3.64069129884915,59,65
"8222c7fffffffff",21.8935495572066,27.5416483193003,5.64809876209375,25.7980038702066,200,161
"8222d7fffffffff",27.5263491497453,28.4448702321131,0.918521082367786,3.33687942912794,700,480
"8222dffffffffff",24.2486712173472,25.1835102590013,0.934839041654065,3.85521760460545,180,537
"822747fffffffff",9.08934113563006,8.78894809414442,-0.300393041485648,-3.30489346810973,3761,1162
"82274ffffffffff",8.82697556296789,10.8309551271782,2.00397956421031,22.7029014628484,3035,478
"822757fffffffff",12.3806076062982,11.2153766414207,-1.16523096487753,-9.41174296069896,11025,1849
"82275ffffffffff",6.00373978479788,9.29433159342772,3.29059180862985,54.8090344781762,901,332
"822767fffffffff",12.3426306914067,8.47626571192383,-3.86636497948291,-31.3252909865866,1927,573
"82276ffffffffff",11.1128767682677,11.87526509058,0.762388322312258,6.86040471976818,7832,1287
