"cell","spue","effort","target","sdm","bin"
"85be29a7fffffff",0.698795180722892,83,58,100,4
"85be4937fffffff",0.0153203342618384,718,11,100,1
"85de9383fffffff",0,32,0,100,0
"85de9553fffffff",0.661538461538462,130,86,100,4
"85deaa4ffffffff",0.543859649122807,57,31,100,3
"85df02c3fffffff",0.41025641025641,78,32,100,3
"85df060ffffffff",0.883928571428571,112,99,100,4
"85df062bfffffff",0.166666666666667,30,5,100,3
"85df0647fffffff",1,40,40,100,5
"85df06cffffffff",0.968253968253968,63,61,100,5
"85e88257fffffff",1,77,77,100,5
"85e8980ffffffff",0.953488372093023,43,41,100,4
"85e89857fffffff",0.976744186046512,43,42,100,5
"85e898bbfffffff",0.991228070175439,114,113,100,5
"85e8994ffffffff",1,53,53,100,5
"85e89b9bfffffff",0.878787878787879,33,29,100,4
"85e89bcffffffff",1,34,34,100,5
"85e89bd7fffffff",1,56,56,100,5
"8518655bfffffff",0,112,0,100,0
"851865cbfffffff",0,81,0,100,0
"85190863fffffff",0.00749063670411985,267,2,100,1
"85194043fffffff",0.0222222222222222,45,1,100,1
"85195003fffffff",0,248,0,100,0
"8519500bfffffff",0.00714285714285714,140,1,100,1
"85195a2bfffffff",0.00165562913907285,2416,4,100,1
"851b8237fffffff",0.982300884955752,113,111,100,5
"851b8573fffffff",0.0505148005148005,3108,157,100,2
"8528007bfffffff",0.0666666666666667,30,2,100,2
"85280227fffffff",0.304347826086957,46,14,100,3
"85281957fffffff",0.857142857142857,35,30,100,4
"85281963fffffff",0.117647058823529,34,4,100,2
"85281d7bfffffff",0.731707317073171,41,30,100,4
"85291207fffffff",0.132075471698113,53,7,100,2
"85291317fffffff",0.0588235294117647,34,2,100,2
"85291373fffffff",0.0816326530612245,49,4,100,2
"852a0443fffffff",0.123595505617978,89,11,100,2
"852a045bfffffff",0.0909090909090909,44,4,100,2
"852a04d3fffffff",0.438461538461538,1560,684,100,3
"852a04dbfffffff",0.214022140221402,271,58,100,3
"852a055bfffffff",0,31,0,100,0
"852a05c3fffffff",0.233333333333333,60,14,100,3
"852a05d3fffffff",0.222222222222222,54,12,100,3
"852a0607fffffff",0.0143884892086331,139,2,100,1
"852a0627fffffff",0.29126213592233,103,30,100,3
"852a06bbfffffff",0.0237154150197628,253,6,100,1
"852a10a7fffffff",0.0909090909090909,55,5,100,2
"852a1c43fffffff",0.0151515151515152,66,1,100,1
"852a1c93fffffff",0,184,0,100,0
"852a20affffffff",0.125,32,4,100,2
"852a20c7fffffff",0.32258064516129,31,10,100,3
"852a20cbfffffff",0.233995584988962,453,106,100,3
"852a210bfffffff",0.05,60,3,100,2
"852b1c2bfffffff",0.108225108225108,2079,225,100,2
"852b1d6ffffffff",0.415686274509804,255,106,100,3
"852b2337fffffff",0.0108695652173913,92,1,100,1
"85351a03fffffff",0,36,0,100,0
"8535a903fffffff",0.0222222222222222,90,2,100,1
"8535a977fffffff",0,100,0,100,0
"8535a98ffffffff",0.0333333333333333,60,2,100,1
"8535a9affffffff",0.0140659340659341,4550,64,100,1
"85464e07fffffff",0.981818181818182,55,54,100,5
"85464ecffffffff",0.00181827365018435,19799,36,100,1
"85480d1bfffffff",0.0234375,128,3,100,1
"85480d73fffffff",0.0555555555555556,54,3,100,2
"85482ec3fffffff",0.773584905660377,53,41,100,4
"854833a3fffffff",0.995652173913044,230,229,100,5
"85a8a047fffffff",1,152,152,100,5
"85a8a07bfffffff",1,69,69,100,5
"85baf457fffffff",1,440,440,100,5
"85bc9903fffffff",0.985294117647059,68,67,100,5
"85e44647fffffff",0.0857142857142857,35,3,100,2
"85e45163fffffff",0.142857142857143,42,6,100,3
"85e45217fffffff",0.125,32,4,100,2
"85e45807fffffff",0.0909090909090909,33,3,100,2
"85e45d1bfffffff",0.0454545454545455,44,2,100,2
"85e47267fffffff",0.0975609756097561,41,4,100,2
"85e4eb83fffffff",0.0666666666666667,30,2,100,2
"85010d37fffffff",0.101604278074866,187,19,100,2
"850cdd17fffffff",0.983783783783784,185,182,100,5
"850ced77fffffff",0.595419847328244,131,78,100,4
"8512b337fffffff",1,59,59,100,5
"85139303fffffff",0.473404255319149,188,89,100,3
"85139a57fffffff",0.922813036020583,583,538,100,4
"85139a87fffffff",0.90625,32,29,100,4
"85139ad7fffffff",0.937853107344633,177,166,100,4
"85139e53fffffff",0.786666666666667,300,236,100,4
"85139ecbfffffff",0.769607843137255,408,314,100,4
"8518287bfffffff",0.0256410256410256,78,2,100,1
"8518290bfffffff",0,95,0,100,0
"8518299bfffffff",0,157,0,100,0
"851873affffffff",0,51,0,100,0
"851925abfffffff",0,32,0,100,0
"85194877fffffff",0.0206896551724138,145,3,100,1
"85195babfffffff",0.0188679245283019,53,1,100,1
"8519720ffffffff",0.336996336996337,273,92,100,3
"851a965bfffffff",0,33,0,100,0
"851aa05bfffffff",0.556962025316456,79,44,100,4
"851aa07bfffffff",0.98780487804878,328,324,100,5
"851aa477fffffff",0.979591836734694,196,192,100,5
"851d248bfffffff",0.940677966101695,236,222,100,4
"851d259bfffffff",0.975609756097561,82,80,100,5
"851db403fffffff",1,38,38,100,5
"8522db73fffffff",0.16622691292876,379,63,100,3
"8528d5d7fffffff",0.145833333333333,96,14,100,3
"8529a55bfffffff",0.521798365122616,734,383,100,3
"852a007bfffffff",0.0101010101010101,99,1,100,1
"852a2327fffffff",0.0833333333333333,36,3,100,2
"852a23a7fffffff",0,33,0,100,0
"852a2403fffffff",0.21875,32,7,100,3
"852a243bfffffff",0.0428571428571429,70,3,100,2
"852a246bfffffff",0.247706422018349,109,27,100,3
"852a250bfffffff",0.129032258064516,31,4,100,2
"852a25cffffffff",0.166666666666667,36,6,100,3
"852a2603fffffff",0,50,0,100,0
"852a261bfffffff",0,32,0,100,0
"852a26cffffffff",0.219512195121951,41,9,100,3
"852af0c3fffffff",0.464285714285714,84,39,100,3
"852af107fffffff",0.00763358778625954,131,1,100,1
"852af143fffffff",0.08,75,6,100,2
"852af163fffffff",0.0144927536231884,207,3,100,1
"852af19bfffffff",0,70,0,100,0
"852af437fffffff",0.118421052631579,76,9,100,2
"852af4bbfffffff",0.283018867924528,53,15,100,3
"852af52bfffffff",0,31,0,100,0
"852af5c3fffffff",0.0163934426229508,61,1,100,1
"852af5cbfffffff",0.0709219858156028,141,10,100,2
"852af5d3fffffff",0,83,0,100,0
"852b3037fffffff",0.847682119205298,151,128,100,4
"854cf307fffffff",1,131,131,100,5
"85ad3287fffffff",1,41,41,100,5
"85beab3bfffffff",0.98109243697479,952,934,100,5
"85ce1257fffffff",0.976190476190476,42,41,100,5
"85e40d17fffffff",0.0731707317073171,41,3,100,2
"85e42e63fffffff",0.129032258064516,31,4,100,2
"85072353fffffff",0,49,0,100,0
"85074c5bfffffff",0,63,0,100,0
"850755a3fffffff",1,39,39,100,5
"85075ed3fffffff",0.995762711864407,236,235,100,5
"850c5143fffffff",0.911764705882353,68,62,100,4
"850c5a63fffffff",0.428571428571429,35,15,100,3
"850c5e6ffffffff",0.944055944055944,143,135,100,4
"85190b93fffffff",0,131,0,100,0
"85190c67fffffff",0.03125,64,2,100,1
"851b8ed3fffffff",0,31,0,100,0
"85283417fffffff",0.5,142,71,100,3
"8528341bfffffff",0.577464788732394,71,41,100,4
"8528349bfffffff",0.810248198558847,2498,2024,100,4
"8528357bfffffff",0.821158690176322,397,326,100,4
"85291a67fffffff",0.574074074074074,324,186,100,4
"8529a413fffffff",0.272727272727273,297,81,100,3
"852a3103fffffff",0,35,0,100,0
"852a319bfffffff",0.191111111111111,225,43,100,3
"852a31a7fffffff",0.423580786026201,1832,776,100,3
"852a31d3fffffff",0.445606694560669,478,213,100,3
"852a3407fffffff",0.136986301369863,73,10,100,3
"852a34a7fffffff",0.0384615384615385,52,2,100,2
"852b045bfffffff",0.025,40,1,100,1
"852b04cffffffff",0.191780821917808,146,28,100,3
"852b0a63fffffff",0.0256410256410256,39,1,100,1
"852b0aaffffffff",0.0816326530612245,49,4,100,2
"852b312bfffffff",0.00719424460431655,834,6,100,1
"852b3157fffffff",0.0985915492957746,71,7,100,2
"852b31affffffff",0.0862068965517241,58,5,100,2
"852b72d7fffffff",0,33,0,100,0
"852b767bfffffff",0.024390243902439,41,1,100,1
"85393347fffffff",0,36,0,100,0
"8549a927fffffff",0.963768115942029,138,133,100,5
"858132c7fffffff",0.883720930232558,129,114,100,4
"85a62213fffffff",1,49,49,100,5
"85a6221bfffffff",1,35,35,100,5
"85b9118bfffffff",0.102564102564103,39,4,100,2
"85c3247bfffffff",0.609929078014184,141,86,100,4
"85df140ffffffff",0.579710144927536,69,40,100,4
"85df1c17fffffff",1,34,34,100,5
"85df2643fffffff",0.990990990990991,111,110,100,5
"85df3133fffffff",1,57,57,100,5
"85df316bfffffff",0.978260869565217,46,45,100,5
"85df35c3fffffff",0.976047904191617,501,489,100,5
"85344e9bfffffff",0,40,0,100,0
"8518624ffffffff",0,64,0,100,0
"855d13dbfffffff",0,264,0,100,0
"85da732bfffffff",0,165,0,100,0
"8509a6bbfffffff",0,32,0,100,0
"8519294ffffffff",0,46,0,100,0
"851929cffffffff",0,36,0,100,0
"8519744bfffffff",0,94,0,100,0
"8509b047fffffff",0,43,0,100,0
"851865cffffffff",0,50,0,100,0
"85195a0bfffffff",0,515,0,100,0
"85195b17fffffff",0,52,0,100,0
"8519705bfffffff",0,32,0,100,0
"8519712bfffffff",0,59,0,100,0
"8519714ffffffff",0,36,0,100,0
"851860c3fffffff",0,85,0,100,0
"85190c5bfffffff",0,173,0,100,0
"85446587fffffff",0,52,0,100,0
"85358d9bfffffff",0,35,0,100,0
"85c98457fffffff",0,1204,0,100,0
"85c984cffffffff",0,504,0,100,0
"85c9b123fffffff",0,456,0,100,0
"8518258ffffffff",0,116,0,100,0
"85be63b7fffffff",0,65,0,100,0
"8518018ffffffff",0,41,0,100,0
"85184353fffffff",0,30,0,100,0
"85448617fffffff",0,71,0,100,0
"8518666ffffffff",0,431,0,100,0
"8519082ffffffff",0,43,0,100,0
"85190833fffffff",0,61,0,100,0
"85195677fffffff",0,41,0,100,0
"8509a02bfffffff",0,40,0,100,0
"85182977fffffff",0,46,0,100,0
"85190e37fffffff",0,33,0,100,0
"85190e87fffffff",0,53,0,100,0
"85190953fffffff",0,90,0,100,0
"85190b33fffffff",0,138,0,100,0
"855f1c27fffffff",0,64,0,100,0
"85194137fffffff",0,113,0,100,0
"852ad16ffffffff",0,56,0,100,0
"85be8d57fffffff",0,36,0,100,0
"851871abfffffff",0,61,0,100,0
"8544d20ffffffff",0,35,0,100,0
"85bb52b7fffffff",0,410,0,100,0
"8518629bfffffff",0,42,0,100,0
"851953affffffff",0,58,0,100,0
"8544f20bfffffff",0,53,0,100,0
"8544f2d3fffffff",0,50,0,100,0
"852ad387fffffff",0,32,0,100,0
"85441e0ffffffff",0,385,0,100,0
"85a6a60ffffffff",0,93,0,100,0
"85194cb7fffffff",0,140,0,100,0
"852b1aa7fffffff",0,55,0,100,0
"85182cabfffffff",0,282,0,100,0
"851f21cffffffff",0,32,0,100,0
"85099a6bfffffff",0,114,0,100,0
"851948c7fffffff",0,33,0,100,0
"851f2553fffffff",0,48,0,100,0
"85194813fffffff",0,43,0,100,0
"857b99d3fffffff",0,30,0,100,0
"850d8b73fffffff",0,82,0,100,0
"8544a113fffffff",0,674,0,100,0
"85441e53fffffff",0,48,0,100,0
"8544d07bfffffff",0,628,0,100,0
"8544d5cbfffffff",0,1212,0,100,0
"8544f363fffffff",0,57,0,100,0
"85012b6bfffffff",0.606060606060606,33,20,100,4
"85015573fffffff",0.0476190476190476,42,2,100,2
"85094a0ffffffff",0.09375,32,3,100,2
"85094a4bfffffff",0.0277777777777778,72,2,100,1
"85095893fffffff",0,95,0,100,0
"850959b3fffffff",0.0714285714285714,56,4,100,2
"8509a42bfffffff",0.0289017341040462,346,10,100,1
"8509a467fffffff",0.0581818181818182,275,16,100,2
"8509a58bfffffff",0,31,0,100,0
"8509a5abfffffff",0.0333333333333333,30,1,100,1
"8509a683fffffff",0.0114942528735632,87,1,100,1
"850e4daffffffff",0.954545454545455,44,42,100,4
"8518013bfffffff",0,139,0,100,0
"851848a7fffffff",0,799,0,100,0
"85184c93fffffff",0,130,0,100,0
"85192807fffffff",0.00722394220846233,969,7,100,1
"851928c3fffffff",0,156,0,100,0
"85194c4bfffffff",0,38,0,100,0
"85197273fffffff",0.115646258503401,147,17,100,2
"85197683fffffff",0.202702702702703,74,15,100,3
"8528dd37fffffff",0.645161290322581,31,20,100,4
"852a1177fffffff",0.0404040404040404,99,4,100,2
"852a11b7fffffff",0,160,0,100,0
"852a11cbfffffff",0.171428571428571,35,6,100,3
"852a153bfffffff",0.0985915492957746,71,7,100,2
"852a3533fffffff",0.0425531914893617,141,6,100,2
"852a358bfffffff",0.119631901840491,326,39,100,2
"852aad33fffffff",0.114942528735632,87,10,100,2
"852b0da7fffffff",0,49,0,100,0
"852b1837fffffff",0.233766233766234,77,18,100,3
"852b1923fffffff",0.1,30,3,100,2
"852b19a3fffffff",0.422222222222222,90,38,100,3
"852b1b0ffffffff",0.161764705882353,136,22,100,3
"85342663fffffff",0.006318449873631,2374,15,100,1
"85343453fffffff",0.00316455696202532,316,1,100,1
"853434d3fffffff",0.00118483412322275,844,1,100,1
"853434d7fffffff",0,547,0,100,0
"8544861bfffffff",0.0234741784037559,213,5,100,1
"85464b97fffffff",0.909883720930233,344,313,100,4
"85464bb7fffffff",0.626506024096386,83,52,100,4
"8549ad4bfffffff",0.833333333333333,66,55,100,4
"854a2683fffffff",1,33,33,100,5
"856d1583fffffff",0.982248520710059,169,166,100,5
"8594ae7bfffffff",0.727272727272727,33,24,100,4
"85979483fffffff",0.173684210526316,190,33,100,3
"85ad3697fffffff",0.835820895522388,134,112,100,4
"85ad36abfffffff",0.997596153846154,416,415,100,5
"85bf4c4ffffffff",0.795698924731183,93,74,100,4
"85bf4e0ffffffff",0.914285714285714,35,32,100,4
"85de805bfffffff",0,33,0,100,0
"85de8277fffffff",0,40,0,100,0
"85de82d7fffffff",0.0666666666666667,45,3,100,2
"85deb37bfffffff",0,41,0,100,0
"85df048bfffffff",1,30,30,100,5
"85df068bfffffff",0.680473372781065,169,115,100,4
"85df069bfffffff",0.790322580645161,62,49,100,4
"85df06dbfffffff",1,81,81,100,5
"85df1117fffffff",0,35,0,100,0
"85e8360ffffffff",1,50,50,100,5
"85e89833fffffff",1,51,51,100,5
"85e89893fffffff",1,32,32,100,5
"85e89b0bfffffff",1,121,121,100,5
"85e89c6ffffffff",1,35,35,100,5
"85e89ea7fffffff",1,61,61,100,5
"85e91b77fffffff",1,31,31,100,5
"850689a3fffffff",0.990740740740741,108,107,100,5
"85095a87fffffff",0.125,32,4,100,2
"85095bd3fffffff",0.0104166666666667,96,1,100,1
"8512823bfffffff",1,31,31,100,5
"8512827bfffffff",0.952380952380952,42,40,100,4
"85180cc7fffffff",0.267605633802817,142,38,100,3
"85182cb3fffffff",0,93,0,100,0
"85184093fffffff",0,51,0,100,0
"851866affffffff",0,154,0,100,0
"8519054bfffffff",0,41,0,100,0
"8519411bfffffff",0.010989010989011,91,1,100,1
"85194153fffffff",0,36,0,100,0
"85195073fffffff",0.0062111801242236,644,4,100,1
"851956bbfffffff",0,35,0,100,0
"851a1e9bfffffff",0,50,0,100,0
"8528034bfffffff",0.283018867924528,53,15,100,3
"8528034ffffffff",0.452380952380952,42,19,100,3
"852803dbfffffff",0.872093023255814,86,75,100,4
"852806b3fffffff",0.317829457364341,129,41,100,3
"85281ba3fffffff",0.748091603053435,131,98,100,4
"85281bb3fffffff",0.75,72,54,100,4
"85281ca3fffffff",0.0967741935483871,31,3,100,2
"85291367fffffff",0.525547445255474,137,72,100,3
"852913c3fffffff",0.321946169772257,966,311,100,3
"852913d3fffffff",0.166666666666667,66,11,100,3
"852a04a7fffffff",0.0895522388059701,67,6,100,2
"852a04b3fffffff",0.27027027027027,37,10,100,3
"852a0543fffffff",0.0652173913043478,46,3,100,2
"852a05cbfffffff",0.291666666666667,48,14,100,3
"852a1103fffffff",0.0882352941176471,34,3,100,2
"852a1c47fffffff",0.0179372197309417,223,4,100,1
"852a1c6bfffffff",0.0365853658536585,82,3,100,2
"852a1cdbfffffff",0.0725806451612903,124,9,100,2
"852a204bfffffff",0.289473684210526,114,33,100,3
"852a20d3fffffff",0.127090301003344,299,38,100,2
"852a20d7fffffff",0.199115044247788,226,45,100,3
"852a217bfffffff",0.0526315789473684,38,2,100,2
"852a224bfffffff",0.240506329113924,79,19,100,3
"852a2257fffffff",0.0496894409937888,322,16,100,2
"852a227bfffffff",0.204268292682927,328,67,100,3
"852ac6c3fffffff",0.0375,80,3,100,2
"852ac6d3fffffff",0.0216606498194946,277,6,100,1
"852b1bbbfffffff",0.182926829268293,82,15,100,3
"852b2107fffffff",0.192307692307692,52,10,100,3
"852b2243fffffff",0,55,0,100,0
"852b2333fffffff",0.0967741935483871,31,3,100,2
"85351a3bfffffff",0,71,0,100,0
"85351aaffffffff",0,30,0,100,0
"8535a853fffffff",0,54,0,100,0
"8535a967fffffff",0.00757575757575758,132,1,100,1
"8539ad87fffffff",0,282,0,100,0
"85480d0bfffffff",0.0431034482758621,116,5,100,2
"85483697fffffff",0.989795918367347,196,194,100,5
"859f5237fffffff",0.0294117647058824,34,1,100,1
"85a72613fffffff",0.998158379373849,543,542,100,5
"85a89547fffffff",1,45,45,100,5
"85a8957bfffffff",1,31,31,100,5
"85baf447fffffff",1,30,30,100,5
"85bb2957fffffff",0.866666666666667,180,156,100,4
"85bc898bfffffff",1,121,121,100,5
"85be08dbfffffff",0.736842105263158,190,140,100,4
"85be6c4bfffffff",0.107142857142857,56,6,100,2
"85e450d3fffffff",0.142857142857143,35,5,100,3
"85e4544bfffffff",0.108108108108108,37,4,100,2
"85e45e83fffffff",0.0571428571428571,35,2,100,2
"85e4ecc3fffffff",0.151515151515152,33,5,100,3
"85011aaffffffff",1,67,67,100,5
"850cdd07fffffff",1,740,740,100,5
"850d8a73fffffff",0.989059080962801,457,452,100,5
"8512b0d7fffffff",0.142857142857143,42,6,100,3
"8512b457fffffff",0.693548387096774,124,86,100,4
"85139307fffffff",0.568965517241379,116,66,100,4
"85139a1bfffffff",0.889908256880734,436,388,100,4
"85139a2bfffffff",0.222222222222222,36,8,100,3
"85139edbfffffff",0.224137931034483,58,13,100,3
"85182983fffffff",0.000461680517082179,2166,1,100,1
"85182a23fffffff",0.0303030303030303,33,1,100,1
"85190ebbfffffff",0,121,0,100,0
"851926d7fffffff",0,38,0,100,0
"851a8c27fffffff",0.976190476190476,42,41,100,5
"851a9653fffffff",0.0165853658536585,2050,34,100,1
"851a96b3fffffff",0.0152671755725191,131,2,100,1
"851aa0cbfffffff",0.948529411764706,136,129,100,4
"851aa0d3fffffff",0.993150684931507,146,145,100,5
"851d241bfffffff",0.84,50,42,100,4
"851d25c3fffffff",0.920138888888889,288,265,100,4
"8528c3cffffffff",0.788461538461538,52,41,100,4
"8528d0a7fffffff",0.0165745856353591,181,3,100,1
"8528d103fffffff",0.682926829268293,123,84,100,4
"8528d18ffffffff",0.88265306122449,196,173,100,4
"8528d547fffffff",0.268518518518519,108,29,100,3
"8528d82ffffffff",0.983606557377049,61,60,100,5
"8529a537fffffff",0.0983606557377049,61,6,100,2
"8529a597fffffff",0.291666666666667,48,14,100,3
"852a0063fffffff",0,107,0,100,0
"852a024bfffffff",0.0407608695652174,368,15,100,2
"852a0263fffffff",0.0161290322580645,124,2,100,1
"852a027bfffffff",0.0212765957446809,47,1,100,1
"852a22c3fffffff",0.0574324324324324,296,17,100,2
"852a2363fffffff",0.368421052631579,38,14,100,3
"852a236bfffffff",0.217391304347826,46,10,100,3
"852a242ffffffff",0.141414141414141,99,14,100,3
"852a2477fffffff",0.0769230769230769,156,12,100,2
"852a24d7fffffff",0.1,30,3,100,2
"852a262ffffffff",0.103004291845494,233,24,100,2
"852a263bfffffff",0,85,0,100,0
"852af03bfffffff",0.0408163265306122,49,2,100,2
"852af0c7fffffff",0.526315789473684,57,30,100,3
"852af12ffffffff",0.0909090909090909,33,3,100,2
"852af133fffffff",0.0166666666666667,60,1,100,1
"852af477fffffff",0.151515151515152,33,5,100,3
"852af57bfffffff",0.0238095238095238,42,1,100,1
"852af5dbfffffff",0.0122699386503067,163,2,100,1
"852b29b7fffffff",0.0566037735849057,53,3,100,2
"852eac93fffffff",0.0222222222222222,45,1,100,1
"85484b6bfffffff",0,47,0,100,0
"85661acbfffffff",1,866,866,100,5
"858f0883fffffff",1,46,46,100,5
"859d2493fffffff",0.892857142857143,56,50,100,4
"85ad320bfffffff",0.025974025974026,77,2,100,1
"85ad3277fffffff",1,68,68,100,5
"85bb2da3fffffff",0.104417670682731,249,26,100,2
"85be0e37fffffff",0.890881913303438,669,596,100,4
"8506dc2bfffffff",0.204545454545455,44,9,100,3
"8506dd07fffffff",0.543689320388349,103,56,100,3
"850755b7fffffff",0.987854251012146,247,244,100,5
"85075943fffffff",0.000351000351000351,14245,5,100,1
"850c51cffffffff",0.978260869565217,46,45,100,5
"850c5a6ffffffff",0.985915492957746,142,140,100,5
"850c5ac7fffffff",0.974874371859296,199,194,100,5
"85129393fffffff",1,55,55,100,5
"85185053fffffff",0.0303030303030303,33,1,100,1
"851862affffffff",0.00826446280991736,121,1,100,1
"8519089bfffffff",0.0344827586206897,232,8,100,1
"85190c4ffffffff",0.003003003003003,333,1,100,1
"85195307fffffff",0,961,0,100,0
"85195333fffffff",0,176,0,100,0
"851b8c4bfffffff",0,32,0,100,0
"851b9d8bfffffff",0.0888888888888889,45,4,100,2
"851b9dd7fffffff",0,47,0,100,0
"85283543fffffff",0.865591397849462,372,322,100,4
"8528354ffffffff",0.856643356643357,286,245,100,4
"852835c7fffffff",0.382352941176471,34,13,100,3
"8529a193fffffff",0.34020618556701,97,33,100,3
"8529a40ffffffff",0.176470588235294,51,9,100,3
"8529a423fffffff",0.313725490196078,102,32,100,3
"8529a4bbfffffff",0.215384615384615,130,28,100,3
"852a2ecbfffffff",0.0789473684210526,38,3,100,2
"852a311bfffffff",0.103585657370518,251,26,100,2
"852a3147fffffff",0.0666666666666667,45,3,100,2
"852a31b3fffffff",0.339887640449438,356,121,100,3
"852a31b7fffffff",0.45679012345679,648,296,100,3
"852a3403fffffff",0.104166666666667,48,5,100,2
"852b0693fffffff",0.0229885057471264,435,10,100,1
"852b09c3fffffff",0.0810810810810811,37,3,100,2
"852b0a27fffffff",0.0318471337579618,157,5,100,1
"852b0b97fffffff",0.06,50,3,100,2
"852b3167fffffff",0.0105263157894737,190,2,100,1
"852b3407fffffff",0.488888888888889,45,22,100,3
"852b3633fffffff",0.145833333333333,48,7,100,3
"852b745bfffffff",0.0333333333333333,30,1,100,1
"85490833fffffff",0.998069498069498,518,517,100,5
"8549a92ffffffff",0.998556998556999,3465,3460,100,5
"858f2a17fffffff",0.909090909090909,176,160,100,4
"858f2e67fffffff",1,67,67,100,5
"85a6139bfffffff",0.479289940828402,169,81,100,3
"85a6a393fffffff",0.978260869565217,46,45,100,5
"85b91463fffffff",0,46,0,100,0
"85be6383fffffff",0.231578947368421,95,22,100,3
"85df1403fffffff",0.5,34,17,100,3
"85df14bbfffffff",0.892857142857143,56,50,100,4
"85df261bfffffff",1,71,71,100,5
"85df265bfffffff",0.85625,160,137,100,4
"85df311bfffffff",0.978835978835979,189,185,100,5
"85df315bfffffff",1,101,101,100,5
"85df33a3fffffff",1,40,40,100,5
"85df33a7fffffff",1,42,42,100,5
"85df33b3fffffff",1,66,66,100,5
"85df352bfffffff",1,55,55,100,5
"85df3593fffffff",0.998652291105121,742,741,100,5
"85df35d7fffffff",0.545454545454545,231,126,100,3
"85df408ffffffff",0.111111111111111,36,4,100,2
"855d108ffffffff",0,194,0,100,0
"85192c2bfffffff",0,68,0,100,0
"85196283fffffff",0,39,0,100,0
"851866a7fffffff",0,83,0,100,0
"85192dc7fffffff",0,34,0,100,0
"85190ea7fffffff",0,92,0,100,0
"85190eb7fffffff",0,162,0,100,0
"8519488ffffffff",0,69,0,100,0
"85194bbbfffffff",0,35,0,100,0
"85196eb7fffffff",0,40,0,100,0
"8519700bfffffff",0,52,0,100,0
"85197053fffffff",0,31,0,100,0
"85197147fffffff",0,38,0,100,0
"85196aa3fffffff",0,30,0,100,0
"852a1873fffffff",0,30,0,100,0
"85342043fffffff",0,48,0,100,0
"853422a3fffffff",0,37,0,100,0
"85447043fffffff",0,47,0,100,0
"85447077fffffff",0,32,0,100,0
"8544723bfffffff",0,308,0,100,0
"8544728bfffffff",0,60,0,100,0
"8544746ffffffff",0,56,0,100,0
"85458823fffffff",0,70,0,100,0
"8585a58bfffffff",0,33,0,100,0
"852a2177fffffff",0,45,0,100,0
"8535a963fffffff",0,49,0,100,0
"85c98093fffffff",0,42,0,100,0
"85c9847bfffffff",0,156,0,100,0
"852af577fffffff",0,35,0,100,0
"854f49a3fffffff",0,80,0,100,0
"854896cbfffffff",0,58,0,100,0
"851801affffffff",0,32,0,100,0
"851843b7fffffff",0,42,0,100,0
"85184c83fffffff",0,127,0,100,0
"85464337fffffff",0,5398,0,100,0
"854643b7fffffff",0,10322,0,100,0
"851940c3fffffff",0,50,0,100,0
"852a0693fffffff",0,43,0,100,0
"852a1c5bfffffff",0,54,0,100,0
"85464e9bfffffff",0,8254,0,100,0
"8519087bfffffff",0,38,0,100,0
"85190b87fffffff",0,77,0,100,0
"8519534ffffffff",0,70,0,100,0
"85184c87fffffff",0,344,0,100,0
"85194e07fffffff",0,74,0,100,0
"85184083fffffff",0,44,0,100,0
"85186553fffffff",0,163,0,100,0
"852ad367fffffff",0,52,0,100,0
"852af68ffffffff",0,45,0,100,0
"8544f21bfffffff",0,46,0,100,0
"8544f25bfffffff",0,72,0,100,0
"85196b47fffffff",0,107,0,100,0
"851f21c7fffffff",0,45,0,100,0
"85281caffffffff",0,33,0,100,0
"851f2583fffffff",0,369,0,100,0
"857b9d6ffffffff",0,63,0,100,0
"854872b3fffffff",0,161,0,100,0
"85446cc3fffffff",0,572,0,100,0
"8544a103fffffff",0,290,0,100,0
"8544a117fffffff",0,59,0,100,0
"85441e2bfffffff",0,1054,0,100,0
"85441e73fffffff",0,1621,0,100,0
"8544f3c7fffffff",0,59,0,100,0
"85012b33fffffff",0.631578947368421,38,24,100,4
"85012babfffffff",0.285714285714286,35,10,100,3
"850154a7fffffff",0.121212121212121,33,4,100,2
"85017613fffffff",0.351351351351351,37,13,100,3
"850176d3fffffff",0.323529411764706,34,11,100,3
"8508e927fffffff",0.85981308411215,107,92,100,4
"85091653fffffff",0,33,0,100,0
"85094a5bfffffff",0.0714285714285714,112,8,100,2
"8509a46bfffffff",0.0634920634920635,63,4,100,2
"8509a533fffffff",0.0571428571428571,35,2,100,2
"850f21d3fffffff",0,222,0,100,0
"850f2c3bfffffff",0,39,0,100,0
"851801c7fffffff",0.0512820512820513,1053,54,100,2
"851846b3fffffff",0,182,0,100,0
"8519283bfffffff",0.0111111111111111,180,2,100,1
"8519287bfffffff",0.00847457627118644,118,1,100,1
"8519288bfffffff",0.008,125,1,100,1
"85192b33fffffff",0.00530503978779841,1131,6,100,1
"85192cb7fffffff",0.00297619047619048,336,1,100,1
"85194d53fffffff",5.50478916657492e-05,18166,1,100,1
"85194e23fffffff",0,42,0,100,0
"85194eabfffffff",0,177,0,100,0
"8519739bfffffff",0.0434782608695652,46,2,100,2
"8528deabfffffff",0.696969696969697,33,23,100,4
"852a1193fffffff",0,51,0,100,0
"852a1527fffffff",0.344262295081967,61,21,100,3
"852a1533fffffff",0.0769230769230769,52,4,100,2
"852a156ffffffff",0.166666666666667,30,5,100,3
"852a35d7fffffff",0,98,0,100,0
