"cell","spue","effort","target","sdm","bin"
"851b8e93fffffff",0,78,0,100,0
"85283437fffffff",0.846846846846847,111,94,100,4
"8528350bfffffff",0.521252796420582,447,233,100,3
"8528352bfffffff",0.467741935483871,62,29,100,3
"852835cffffffff",0.504347826086956,115,58,100,3
"852835dbfffffff",0.634408602150538,93,59,100,4
"8528c323fffffff",0.92,50,46,100,4
"85291a57fffffff",0.348837209302326,43,15,100,3
"8529a403fffffff",0.280701754385965,114,32,100,3
"852a3037fffffff",0.583931133428981,697,407,100,4
"852a3157fffffff",0.275449101796407,167,46,100,3
"852a31d7fffffff",0.398119122257053,319,127,100,3
"852a3417fffffff",0.0946745562130177,169,16,100,2
"852a34affffffff",0.602409638554217,166,100,100,4
"852a34b3fffffff",0.275229357798165,109,30,100,3
"852b04dbfffffff",0.0967741935483871,31,3,100,2
"852b0993fffffff",0.024390243902439,82,2,100,1
"852b0a3bfffffff",0.0810810810810811,37,3,100,2
"852b0a6ffffffff",0.234042553191489,47,11,100,3
"852b0c43fffffff",0.129032258064516,31,4,100,2
"852b310bfffffff",0.087248322147651,149,13,100,2
"852b36a3fffffff",0.350877192982456,114,40,100,3
"85441e77fffffff",0,2132,0,100,0
"8549a2affffffff",0.986666666666667,150,148,100,5
"8549a897fffffff",0.771428571428571,35,27,100,4
"8549a92bfffffff",0.996127033307514,1291,1286,100,5
"8549a967fffffff",1,88,88,100,5
"855d1013fffffff",0.0493827160493827,81,4,100,2
"855d10c3fffffff",0.0112359550561798,89,1,100,1
"8566f00bfffffff",1,30,30,100,5
"8582333bfffffff",0.979591836734694,98,96,100,5
"858f2a73fffffff",0.987408184679958,953,941,100,5
"85a6220ffffffff",1,115,115,100,5
"85a6226bfffffff",1,410,410,100,5
"85a6a667fffffff",1,233,233,100,5
"85b914cffffffff",0.0652173913043478,46,3,100,2
"85b91583fffffff",0.0957446808510638,94,9,100,2
"85be66a7fffffff",0.635658914728682,129,82,100,4
"85be6807fffffff",0.0900900900900901,111,10,100,2
"85da8c6bfffffff",0.948717948717949,39,37,100,4
"85df266bfffffff",1,40,40,100,5
"85df30affffffff",1,232,232,100,5
"85df3103fffffff",0.993055555555556,144,143,100,5
"85df319bfffffff",0.988505747126437,87,86,100,5
"85df3387fffffff",1,70,70,100,5
"85df33affffffff",1,61,61,100,5
"85df3553fffffff",0.805970149253731,67,54,100,4
"85df359bfffffff",0.856521739130435,230,197,100,4
"85df35cffffffff",0.932051282051282,1560,1454,100,4
"85df8117fffffff",0.945945945945946,37,35,100,4
"85eda2affffffff",1,30,30,100,5
"854486c7fffffff",0,279,0,100,0
"859f50b7fffffff",0,34,0,100,0
"85195e6bfffffff",0,16336,0,100,0
"85192933fffffff",0,138,0,100,0
"85194caffffffff",0,583,0,100,0
"85194d5bfffffff",0,19818,0,100,0
"8519738bfffffff",0,223,0,100,0
"8519755bfffffff",0,37,0,100,0
"8519052ffffffff",0,33,0,100,0
"85190843fffffff",0,54,0,100,0
"8519518bfffffff",0,160,0,100,0
"85194c2ffffffff",0,8304,0,100,0
"851970cffffffff",0,30,0,100,0
"8518442bfffffff",0,424,0,100,0
"8534260bfffffff",0,139,0,100,0
"85446693fffffff",0,64,0,100,0
"85447073fffffff",0,157,0,100,0
"8546494ffffffff",0,64,0,100,0
"85351a27fffffff",0,171,0,100,0
"8535a85bfffffff",0,40,0,100,0
"85c9808bfffffff",0,42,0,100,0
"85c98463fffffff",0,351,0,100,0
"852af13bfffffff",0,114,0,100,0
"85bb2bb7fffffff",0,41,0,100,0
"85196817fffffff",0,32,0,100,0
"8548945bfffffff",0,40,0,100,0
"855d12abfffffff",0,31,0,100,0
"857d2b97fffffff",0,33,0,100,0
"85b82e43fffffff",0,66,0,100,0
"85c32e07fffffff",0,133,0,100,0
"85192943fffffff",0,35,0,100,0
"85464173fffffff",0,1427,0,100,0
"8509818bfffffff",0,35,0,100,0
"851901d3fffffff",0,61,0,100,0
"85195217fffffff",0,76,0,100,0
"85182957fffffff",0,91,0,100,0
"85190ea3fffffff",0,146,0,100,0
"8528d50ffffffff",0,36,0,100,0
"85190943fffffff",0,1343,0,100,0
"8519454ffffffff",0,107,0,100,0
"851952bbfffffff",0,46,0,100,0
"85195327fffffff",0,195,0,100,0
"85194c43fffffff",0,97,0,100,0
"852ac68bfffffff",0,32,0,100,0
"85393197fffffff",0,30,0,100,0
"8544e553fffffff",0,49,0,100,0
"85bb5043fffffff",0,444,0,100,0
"8518591bfffffff",0,42,0,100,0
"8544f253fffffff",0,88,0,100,0
"8544f257fffffff",0,70,0,100,0
"85945c13fffffff",0,66,0,100,0
"855f1c23fffffff",0,32,0,100,0
"85196b0bfffffff",0,60,0,100,0
"85196b57fffffff",0,105,0,100,0
"851f32d3fffffff",0,64,0,100,0
"851f3547fffffff",0,37,0,100,0
"85a8a1cbfffffff",0,111,0,100,0
"85099a67fffffff",0,36,0,100,0
"852b0583fffffff",0,64,0,100,0
"857b98affffffff",0,31,0,100,0
"857b99cbfffffff",0,33,0,100,0
"85d89683fffffff",0,338,0,100,0
"854872b7fffffff",0,148,0,100,0
"85458837fffffff",0,31,0,100,0
"8544a567fffffff",0,340,0,100,0
"8544e43bfffffff",0,52,0,100,0
"8544e47bfffffff",0,37,0,100,0
"8548926ffffffff",0,52,0,100,0
"851862b3fffffff",0,222,0,100,0
"8544e6b7fffffff",0,45,0,100,0
"858f2b57fffffff",0,44,0,100,0
"85015523fffffff",0.133333333333333,30,4,100,2
"85091253fffffff",0,31,0,100,0
"85094a1bfffffff",0.05,40,2,100,2
"85094a57fffffff",0.0512820512820513,39,2,100,2
"85094aabfffffff",0.0666666666666667,30,2,100,2
"85094b43fffffff",0.808080808080808,99,80,100,4
"85095987fffffff",0.170731707317073,41,7,100,3
"8509a54bfffffff",0.0099009900990099,303,3,100,1
"8509a56bfffffff",0,30,0,100,0
"8509a58ffffffff",0,41,0,100,0
"850f21c7fffffff",0,62,0,100,0
"8518010bfffffff",0.278481012658228,79,22,100,3
"8518010ffffffff",0.0263157894736842,38,1,100,1
"85180517fffffff",0.0333333333333333,30,1,100,1
"851846bbfffffff",0,145,0,100,0
"851846cffffffff",0,30,0,100,0
"85184d53fffffff",0,458,0,100,0
"851875dbfffffff",0.00384615384615385,260,1,100,1
"85192a6ffffffff",0.0132450331125828,151,2,100,1
"85192ba7fffffff",0.00210906899668575,6638,14,100,1
"85194d43fffffff",0.00146412884333821,683,1,100,1
"851972affffffff",0.0645161290322581,31,2,100,2
"851973d7fffffff",0.005249343832021,381,2,100,1
"8519763bfffffff",0.157303370786517,178,28,100,3
"851976abfffffff",0.00292153589315526,2396,7,100,1
"8528dc9bfffffff",0.933774834437086,151,141,100,4
"8528dda3fffffff",0.966666666666667,30,29,100,5
"8528ddabfffffff",0.675925925925926,108,73,100,4
"8528ddc3fffffff",0.992481203007519,133,132,100,5
"8528ddc7fffffff",0.96,50,48,100,4
"8528ddd3fffffff",1,59,59,100,5
"8528e25bfffffff",0.161290322580645,31,5,100,3
"852a150ffffffff",0.0666666666666667,90,6,100,2
"852a3583fffffff",0.0563380281690141,71,4,100,2
"852a35abfffffff",0.0342857142857143,175,6,100,1
"852a35cbfffffff",0.475694444444444,288,137,100,3
"852a35dbfffffff",0.406666666666667,150,61,100,3
"852b0eaffffffff",0.129032258064516,31,4,100,2
"852b1817fffffff",0.0566037735849057,53,3,100,2
"852b1823fffffff",0.216748768472906,203,44,100,3
"852b19c3fffffff",0.6328125,128,81,100,4
"852b19d7fffffff",0.105263157894737,57,6,100,2
"85342603fffffff",0,102,0,100,0
"8534262ffffffff",0,86,0,100,0
"85342647fffffff",0.0154089292769656,5062,78,100,1
"853434a7fffffff",0,46,0,100,0
"853434bbfffffff",0,71,0,100,0
"85343583fffffff",0,34,0,100,0
"85343613fffffff",0,74,0,100,0
"854a6b27fffffff",1,35,35,100,5
"855e432ffffffff",0.119047619047619,42,5,100,2
"859485b7fffffff",1,7080,7080,100,5
"85973023fffffff",1,51,51,100,5
"859b01a7fffffff",1,293,293,100,5
"859b0cd3fffffff",1,64,64,100,5
"85a2508bfffffff",1,770,770,100,5
"85ad3617fffffff",0.962264150943396,477,459,100,5
"85ad363bfffffff",1,80,80,100,5
"85be1daffffffff",0.849056603773585,53,45,100,4
"85be2933fffffff",0.951807228915663,83,79,100,4
"85bf5a6ffffffff",0.894736842105263,38,34,100,4
"85de90b7fffffff",0.0111111111111111,90,1,100,1
"85de9187fffffff",0,76,0,100,0
"85de9417fffffff",0,36,0,100,0
"85df0607fffffff",0.931818181818182,44,41,100,4
"85df0663fffffff",0.428571428571429,35,15,100,3
"85e8918bfffffff",1,50,50,100,5
"85e898d3fffffff",0.94047619047619,168,158,100,4
"85e8994bfffffff",1,30,30,100,5
"85e89b2bfffffff",0.993670886075949,158,157,100,5
"85e89b8ffffffff",1,53,53,100,5
"85e89c17fffffff",1,33,33,100,5
"85e89c53fffffff",0.805555555555556,36,29,100,4
"85ea2ccffffffff",1,30,30,100,5
"850689b3fffffff",1,38,38,100,5
"85128233fffffff",1,68,68,100,5
"8518716bfffffff",0.00884955752212389,113,1,100,1
"85190167fffffff",0.0465116279069767,43,2,100,2
"85190803fffffff",0.000585137507314219,1709,1,100,1
"85190813fffffff",0.00219058050383352,913,2,100,1
"8519507bfffffff",0.00139275766016713,1436,2,100,1
"8519510ffffffff",0,116,0,100,0
"851a1a67fffffff",0,38,0,100,0
"851a1ed3fffffff",0.025,40,1,100,1
"852803cbfffffff",0.848,125,106,100,4
"85280697fffffff",0.142857142857143,35,5,100,3
"85281cb3fffffff",0.145161290322581,62,9,100,3
"8529123bfffffff",0.554166666666667,960,532,100,4
"8529133bfffffff",0.0645161290322581,31,2,100,2
"85291357fffffff",0.2,105,21,100,3
"8529166ffffffff",0.0394736842105263,76,3,100,2
"852a042bfffffff",0.12987012987013,77,10,100,2
"852a048ffffffff",0.169590643274854,171,29,100,3
"852a04a3fffffff",0.0645161290322581,31,2,100,2
"852a059bfffffff",0.1,50,5,100,2
"852a1c4ffffffff",0.0140845070422535,213,3,100,1
"852a1c6ffffffff",0.0238095238095238,42,1,100,1
"852a2093fffffff",0.212903225806452,155,33,100,3
"852a21d3fffffff",0.0697674418604651,43,3,100,2
"852a2207fffffff",0.487623762376238,404,197,100,3
"852a2213fffffff",0.145454545454545,275,40,100,3
"852a224ffffffff",0.197916666666667,192,38,100,3
"852a2253fffffff",0.106280193236715,207,22,100,2
"852ad3bbfffffff",0.0333333333333333,30,1,100,1
"852b1d4bfffffff",0.203389830508475,590,120,100,3
"852b1d63fffffff",0.485253637436099,7629,3702,100,3
"852b218ffffffff",0.032258064516129,31,1,100,1
"85351a47fffffff",0,97,0,100,0
"85351b3bfffffff",0,58,0,100,0
"85351b4bfffffff",0.0114285714285714,175,2,100,1
"85351b5bfffffff",0.00428036383092563,1869,8,100,1
"85351b73fffffff",0,70,0,100,0
"8535a927fffffff",0.0290556900726392,413,12,100,1
"85464e53fffffff",0.0137434554973822,1528,21,100,1
"85464ed3fffffff",0.000153957476944868,64953,10,100,1
"85482367fffffff",1,171,171,100,5
"85482b6ffffffff",0.159090909090909,44,7,100,3
"85baf4c3fffffff",1,72,72,100,5
"85bc7387fffffff",0.0444444444444444,45,2,100,2
"85be0c37fffffff",0.578947368421053,38,22,100,4
"85e4532bfffffff",0.153846153846154,39,6,100,3
"85e45827fffffff",0.135135135135135,37,5,100,3
"85e4e9bbfffffff",0.0294117647058824,34,1,100,1
"850cdd03fffffff",0.979166666666667,48,47,100,5
"8512b43bfffffff",0.961538461538462,52,50,100,4
"8512b46ffffffff",0.0178571428571429,56,1,100,1
"85139a4bfffffff",0.923076923076923,377,348,100,4
"85139e77fffffff",0.645569620253165,79,51,100,4
"851829c3fffffff",0,50,0,100,0
"85190cc3fffffff",0.082089552238806,134,11,100,2
"85195ba3fffffff",0.0126582278481013,79,1,100,1
"851a96dbfffffff",0.0381679389312977,131,5,100,2
"851aa423fffffff",0.0909090909090909,33,3,100,2
"851aa62ffffffff",0.860655737704918,122,105,100,4
"851d2487fffffff",0.978571428571429,140,137,100,5
"851d249bfffffff",0.814814814814815,216,176,100,4
"851d24abfffffff",0.9140625,128,117,100,4
"8522d2b3fffffff",0.966666666666667,30,29,100,5
"8528d0b7fffffff",0.234042553191489,47,11,100,3
"8528d12bfffffff",0.785714285714286,154,121,100,4
"8528d1bbfffffff",0.936061381074169,391,366,100,4
"8528d56bfffffff",0.2,110,22,100,3
"8529a577fffffff",0.434462444771723,679,295,100,3
"8529ad9bfffffff",0.742765273311897,311,231,100,4
"852a000bfffffff",0.0306122448979592,98,3,100,1
"852a005bfffffff",0.0789473684210526,76,6,100,2
"852a0077fffffff",0,34,0,100,0
"852a00d7fffffff",0.18,50,9,100,3
"852a026ffffffff",0.0851063829787234,94,8,100,2
"852a0297fffffff",0.188679245283019,106,20,100,3
"852a22dbfffffff",0.0434782608695652,184,8,100,2
"852a2427fffffff",0.202380952380952,84,17,100,3
"852a266ffffffff",0.214285714285714,140,30,100,3
"852af427fffffff",0.0677966101694915,59,4,100,2
"852af44ffffffff",0.0128205128205128,78,1,100,1
"852af567fffffff",0.0208333333333333,48,1,100,1
"852b293bfffffff",0,35,0,100,0
"852b2c17fffffff",0.194444444444444,36,7,100,3
"85484b6ffffffff",0,40,0,100,0
"854f4943fffffff",0.032258064516129,31,1,100,1
"854f4b4bfffffff",0.231578947368421,95,22,100,3
"85661a43fffffff",0.987951807228916,83,82,100,5
"85661a6bfffffff",0.964705882352941,85,82,100,5
"8566d253fffffff",0.978021978021978,91,89,100,5
"859d0ec7fffffff",0.934426229508197,61,57,100,4
"85be0c67fffffff",0.942028985507246,207,195,100,4
"85be0e23fffffff",0.867052023121387,519,450,100,4
"85be0e67fffffff",0.92,325,299,100,4
"85e1a6b3fffffff",0.09375,32,3,100,2
"85e3866ffffffff",1,41,41,100,5
"85e3ad07fffffff",1,41,41,100,5
"85e4424ffffffff",0.0625,32,2,100,2
"850704abfffffff",0,32,0,100,0
"850c404bfffffff",0.967741935483871,31,30,100,5
"850c46b7fffffff",0.75,48,36,100,4
"850c5a1bfffffff",0.974683544303797,79,77,100,5
"850c5a6bfffffff",0.558823529411765,34,19,100,4
"850c5ad7fffffff",0.949367088607595,79,75,100,4
"85129497fffffff",1,78,78,100,5
"85185627fffffff",0,95,0,100,0
"85190877fffffff",0.00164203612479475,609,1,100,1
"8519088bfffffff",0,87,0,100,0
"85190947fffffff",0.0588235294117647,34,2,100,2
"851909dbfffffff",0.024390243902439,41,1,100,1
"851946affffffff",0.000573888091822095,3485,2,100,1
"851ba063fffffff",0,67,0,100,0
"8528312ffffffff",0.229166666666667,48,11,100,3
"85283433fffffff",0.719512195121951,164,118,100,4
"852834a3fffffff",0.558139534883721,43,24,100,4
"8528c343fffffff",0.709677419354839,62,44,100,4
"8528c34bfffffff",0.977099236641221,262,256,100,5
"8529a433fffffff",0.0980392156862745,51,5,100,2
"852a3023fffffff",0.337579617834395,157,53,100,3
"852a302bfffffff",0.454545454545455,44,20,100,3
"852a308bfffffff",0.327433628318584,113,37,100,3
"852a30a3fffffff",0.466101694915254,118,55,100,3
"852a30abfffffff",0.625,376,235,100,4
"852a31bbfffffff",0.399150743099788,471,188,100,3
"852a342ffffffff",0.488817891373802,626,306,100,3
"852a3477fffffff",0.134615384615385,52,7,100,3
"852b0453fffffff",0.0372340425531915,188,7,100,2
"852b0b17fffffff",0.0615384615384615,65,4,100,2
"852b3103fffffff",0.016025641025641,312,5,100,1
"852b3137fffffff",0.0317460317460317,63,2,100,1
"852b31cbfffffff",0.238532110091743,109,26,100,3
"852b36abfffffff",0.114285714285714,35,4,100,2
"852b7647fffffff",0.111111111111111,45,5,100,2
"8549a217fffffff",1,30,30,100,5
"855d11cbfffffff",0.433333333333333,30,13,100,3
"85b91113fffffff",0.0173010380622837,289,5,100,1
"85b91413fffffff",0.0746268656716418,67,5,100,2
"85b91687fffffff",0.0462962962962963,108,5,100,2
"85be6817fffffff",0.0889370932754881,461,41,100,2
"85c32473fffffff",0.857142857142857,35,30,100,4
"85df314bfffffff",0.991735537190083,121,120,100,5
"85df3183fffffff",1,93,93,100,5
"85df31a7fffffff",0.0746268656716418,67,5,100,2
"85df3337fffffff",0.487603305785124,121,59,100,3
"85df350ffffffff",0.972299168975069,361,351,100,5
"85df4543fffffff",0.473684210526316,38,18,100,3
"8564c54ffffffff",0,30,0,100,0
"855d10cbfffffff",0,43,0,100,0
"85192887fffffff",0,39,0,100,0
"8519290ffffffff",0,57,0,100,0
"85192b1bfffffff",0,419,0,100,0
"85192b83fffffff",0,31,0,100,0
"8519747bfffffff",0,72,0,100,0
"851976a7fffffff",0,48,0,100,0
"85194143fffffff",0,39,0,100,0
"851941abfffffff",0,80,0,100,0
"85195963fffffff",0,621,0,100,0
"851828b7fffffff",0,39,0,100,0
"85190e07fffffff",0,37,0,100,0
"85194c37fffffff",0,267,0,100,0
"8518237bfffffff",0,35,0,100,0
"85190bd3fffffff",0,71,0,100,0
"85094acbfffffff",0,49,0,100,0
"8519289bfffffff",0,104,0,100,0
"852a1c0bfffffff",0,178,0,100,0
"8544700bfffffff",0,408,0,100,0
"8544708ffffffff",0,35,0,100,0
"85447287fffffff",0,84,0,100,0
"8594ae2bfffffff",0,61,0,100,0
"85a305dbfffffff",0,37,0,100,0
"85182d2ffffffff",0,112,0,100,0
"85187107fffffff",0,119,0,100,0
"852ac613fffffff",0,93,0,100,0
"852ac683fffffff",0,83,0,100,0
"852ac68ffffffff",0,105,0,100,0
"85351a07fffffff",0,34,0,100,0
"85351b13fffffff",0,32,0,100,0
"85c9844ffffffff",0,58,0,100,0
"85c984d3fffffff",0,31,0,100,0
"85c9b133fffffff",0,804,0,100,0
"85c9b18ffffffff",0,33,0,100,0
"852af18ffffffff",0,148,0,100,0
"85bf4b37fffffff",0,34,0,100,0
"8545492ffffffff",0,34,0,100,0
"854643b3fffffff",0,64,0,100,0
"85186a0ffffffff",0,116,0,100,0
"85195863fffffff",0,31,0,100,0
"85187403fffffff",0,39,0,100,0
"8518749bfffffff",0,129,0,100,0
"8518623bfffffff",0,44,0,100,0
"85190b97fffffff",0,148,0,100,0
"85b90203fffffff",0,33,0,100,0
"851871a3fffffff",0,71,0,100,0
"85392257fffffff",0,30,0,100,0
"8539318ffffffff",0,32,0,100,0
"85186047fffffff",0,36,0,100,0
"85186267fffffff",0,33,0,100,0
"85195293fffffff",0,33,0,100,0
"85195337fffffff",0,45,0,100,0
"85945033fffffff",0,113,0,100,0
"85945c8bfffffff",0,107,0,100,0
"85945cbbfffffff",0,103,0,100,0
"8544d073fffffff",0,3312,0,100,0
"85194d4bfffffff",0,99,0,100,0
"851962a3fffffff",0,47,0,100,0
"85099a6ffffffff",0,211,0,100,0
"8518258bfffffff",0,33,0,100,0
"85196c97fffffff",0,33,0,100,0
"851f251bfffffff",0,41,0,100,0
"851f2593fffffff",0,86,0,100,0
"85196873fffffff",0,46,0,100,0
"85482877fffffff",0,246,0,100,0
"85446c9bfffffff",0,333,0,100,0
"8544a5abfffffff",0,39,0,100,0
"852af617fffffff",0,48,0,100,0
"8544d017fffffff",0,35,0,100,0
"8544d55bfffffff",0,61,0,100,0
"8544e42ffffffff",0,74,0,100,0
"8544e473fffffff",0,82,0,100,0
"8544f31bfffffff",0,100,0,100,0
"8501552ffffffff",0.0454545454545455,44,2,100,2
"850155c3fffffff",0.137254901960784,51,7,100,3
"8509486bfffffff",0.15625,32,5,100,3
"8509a447fffffff",0.0161290322580645,124,2,100,1
"8509a583fffffff",0,46,0,100,0
"85180103fffffff",0.0683760683760684,117,8,100,2
"85180137fffffff",0.0779220779220779,77,6,100,2
"85184553fffffff",0,235,0,100,0
"851849c3fffffff",0.00161550888529887,619,1,100,1
"8518762ffffffff",0.0140845070422535,213,3,100,1
"8519295bfffffff",0.0178571428571429,112,2,100,1
"85192aabfffffff",0.0277777777777778,36,1,100,1
"8528dc83fffffff",0.937007874015748,127,119,100,4
"8528dea7fffffff",0.922222222222222,90,83,100,4
"8528e647fffffff",0.264705882352941,34,9,100,3
"852a1137fffffff",0.046875,64,3,100,2
"852a1157fffffff",0.0410958904109589,73,3,100,2
"852a1a2ffffffff",0.1,50,5,100,2
"852a1c03fffffff",0.0256410256410256,117,3,100,1
"852a3517fffffff",0.043956043956044,182,8,100,2
"852a3527fffffff",0.0553359683794466,253,14,100,2
"852aad27fffffff",0.0378787878787879,132,5,100,2
"852b0d1bfffffff",0.111111111111111,36,4,100,2
"852b0dc3fffffff",0.121951219512195,41,5,100,2
"852b0dd7fffffff",0.0952380952380952,42,4,100,2
"852b1863fffffff",0.57488986784141,454,261,100,4
"852b18affffffff",0.408695652173913,115,47,100,3
"852b1b67fffffff",0.0609137055837563,197,12,100,2
"852b1b8bfffffff",0.0722222222222222,180,13,100,2
"8534340bfffffff",0,57,0,100,0
"85343597fffffff",0,56,0,100,0
"85344e5bfffffff",0.02,50,1,100,1
"8546417bfffffff",0,8379,0,100,0
"854643a7fffffff",0,17120,0,100,0
"854b1b37fffffff",1,112,112,100,5
"856d15c3fffffff",0.788906009244992,649,512,100,4
"85979273fffffff",1,162,162,100,5
"85a3042bfffffff",0.0952380952380952,63,6,100,2
"85a592abfffffff",1,178,178,100,5
"85a604c3fffffff",1,38,38,100,5
"85a604d3fffffff",1,288,288,100,5
"85be1da7fffffff",0.918367346938776,49,45,100,4
"85be49affffffff",0.01171875,256,3,100,1
"85bf4e73fffffff",1,63,63,100,5
"85bf5a2ffffffff",0.971428571428571,35,34,100,5
"85de91a3fffffff",0,55,0,100,0
"85de9393fffffff",0,47,0,100,0
"85df0413fffffff",0.272727272727273,77,21,100,3
"85df0453fffffff",0.780487804878049,41,32,100,4
"85df068ffffffff",0.261904761904762,84,22,100,3
"85df06cbfffffff",1,75,75,100,5
"85e88ad3fffffff",1,46,46,100,5
"85e8910ffffffff",1,44,44,100,5
"85e89817fffffff",1,44,44,100,5
"85e898abfffffff",1,57,57,100,5
"85e89b3bfffffff",0.990291262135922,103,102,100,5
"85e89bc3fffffff",1,99,99,100,5
"85e89c27fffffff",1,73,73,100,5
"85e89dd7fffffff",0.977272727272727,44,43,100,5
"85e9ac0ffffffff",1,41,41,100,5
"8506567bfffffff",0.46875,32,15,100,3
"850831d3fffffff",0,68,0,100,0
"85128203fffffff",0.971428571428571,35,34,100,5
"85128247fffffff",0.99645390070922,282,281,100,5
"85128257fffffff",0.988505747126437,87,86,100,5
"85186a63fffffff",0,196,0,100,0
"851870d3fffffff",0.00289017341040462,346,1,100,1
"8519003bfffffff",0,38,0,100,0
"85190853fffffff",0.0123456790123457,81,1,100,1
"85194023fffffff",0,171,0,100,0
"851941a3fffffff",0.0493827160493827,81,4,100,2
"851950d3fffffff",0,33,0,100,0
"851950d7fffffff",0,38,0,100,0
"851951d7fffffff",0.00735294117647059,272,2,100,1
"8519528ffffffff",0.0172413793103448,58,1,100,1
"85283087fffffff",0.692783505154639,485,336,100,4
"85291273fffffff",0.675847457627119,472,319,100,4
"8529132ffffffff",0.2,50,10,100,3
"852913cbfffffff",0.466666666666667,240,112,100,3
"852a040ffffffff",0.126050420168067,119,15,100,2
"852a0427fffffff",0.0238095238095238,42,1,100,1
"852a0447fffffff",0.225806451612903,124,28,100,3
"852a044bfffffff",0.175675675675676,148,26,100,3
"852a0477fffffff",0.144278606965174,201,29,100,3
"852a04c3fffffff",0.333333333333333,429,143,100,3
"852a04cbfffffff",0,57,0,100,0
"852a05d7fffffff",0.0967741935483871,62,6,100,2
"852a0643fffffff",0.231046931407942,277,64,100,3
"852a0647fffffff",0.357142857142857,84,30,100,3
"852a06abfffffff",0.0158730158730159,126,2,100,1
"852a1037fffffff",0.226415094339623,53,12,100,3
"852a1127fffffff",0.0147783251231527,203,3,100,1
"852a1c7bfffffff",0.0165745856353591,181,3,100,1
"852a20c3fffffff",0.414985590778098,347,144,100,3
"852a2223fffffff",0.463963963963964,222,103,100,3
"852a222bfffffff",0.287841191066998,806,232,100,3
"852b227bfffffff",0,40,0,100,0
"85351b23fffffff",0,41,0,100,0
"85351b4ffffffff",0.00943396226415094,106,1,100,1
"8535a80bfffffff",0,32,0,100,0
"8535a913fffffff",0,40,0,100,0
"8535a9b7fffffff",0,110,0,100,0
"85464eabfffffff",0.959459459459459,74,71,100,4
"85464ed7fffffff",8.14398566658523e-05,24558,2,100,1
"85480dc7fffffff",0.0681818181818182,176,12,100,2
"85480dd3fffffff",0.0878378378378378,1036,91,100,2
"856d7467fffffff",1,75,75,100,5
"85a8a2cbfffffff",0.954128440366973,218,208,100,4
"85ba69d7fffffff",0.96875,64,62,100,5
"85bb290ffffffff",0.484848484848485,33,16,100,3
"85bb2923fffffff",0.214285714285714,42,9,100,3
"85be08d3fffffff",0.466666666666667,30,14,100,3
"85be74d3fffffff",0.27027027027027,37,10,100,3
"85be8a23fffffff",0.997607655502392,1672,1668,100,5
"85be8b5bfffffff",1,39,39,100,5
"85be8c07fffffff",1,2632,2632,100,5
"85c99e87fffffff",0.9375,48,45,100,4
"850121d7fffffff",0.122222222222222,180,22,100,2
"8509a1affffffff",0,34,0,100,0
"8512b34bfffffff",1,99,99,100,5
"8513930ffffffff",0.806526806526807,429,346,100,4
"85139317fffffff",0.349206349206349,126,44,100,3
"85139333fffffff",0.720930232558139,215,155,100,4
"85139a8ffffffff",0.955882352941177,68,65,100,4
"85139e6ffffffff",0.923076923076923,182,168,100,4
"85160167fffffff",0.6875,160,110,100,4
"851871b3fffffff",0.00980392156862745,102,1,100,1
"8518743bfffffff",0.0109090909090909,275,3,100,1
"851874affffffff",0,142,0,100,0
"85190c73fffffff",0.00428134556574924,1635,7,100,1
"85190e33fffffff",0.0138888888888889,72,1,100,1
"85191acbfffffff",0,40,0,100,0
"851aa247fffffff",0.909090909090909,33,30,100,4
"851aa457fffffff",1,35,35,100,5
"851d248ffffffff",0.75,72,54,100,4
"851d24d7fffffff",0.979591836734694,245,240,100,5
"8528c3c7fffffff",0.947368421052632,76,72,100,4
"8529a557fffffff",0.540372670807453,161,87,100,3
"8529ad13fffffff",0.969047619047619,420,407,100,5
"852a00c3fffffff",0.155555555555556,45,7,100,3
"852a228ffffffff",0.111111111111111,324,36,100,2
"852a2307fffffff",0.0606060606060606,33,2,100,2
"852a2333fffffff",0.0731707317073171,41,3,100,2
"852a23affffffff",0.0909090909090909,44,4,100,2
"852a23b3fffffff",0.0555555555555556,36,2,100,2
"852a2463fffffff",0.0882352941176471,68,6,100,2
"852a251bfffffff",0,36,0,100,0
"852a2667fffffff",0.0350877192982456,57,2,100,1
"852af0a7fffffff",0.03125,32,1,100,1
"852af0abfffffff",0.0697674418604651,43,3,100,2
"852af42ffffffff",0,35,0,100,0
"852af43bfffffff",0.05,40,2,100,2
"852af467fffffff",0.0410958904109589,73,3,100,2
"852af4b3fffffff",0,61,0,100,0
"852af55bfffffff",0.0833333333333333,48,4,100,2
"852b2577fffffff",0.117647058823529,34,4,100,2
"852b2923fffffff",0.0606060606060606,33,2,100,2
"852b2c0bfffffff",0.135135135135135,37,5,100,3
"852eac0ffffffff",0.00555555555555556,180,1,100,1
"854cf30ffffffff",1,85,85,100,5
"854cf317fffffff",0.972222222222222,108,105,100,5
"854e6483fffffff",0.25531914893617,47,12,100,3
"85661a53fffffff",1,34,34,100,5
"8566b0a3fffffff",0.5,52,26,100,3
"8566d457fffffff",1,31,31,100,5
"858f088ffffffff",1,48,48,100,5
"85ad3207fffffff",0.985559566787004,277,273,100,5
"85ad32bbfffffff",0.987654320987654,81,80,100,5
"85e40ccbfffffff",0.142857142857143,35,5,100,3
"85075897fffffff",0.0172413793103448,58,1,100,1
"85075dcffffffff",0.825,240,198,100,4
